Date,FURNAS
2011-03,1930.5625806451615
2011-04,1063.4103333333335
2011-05,698.4583870967741
2011-06,627.7623333333333
2011-07,487.8393548387097
2011-08,388.1264516129032
2011-09,298.098
2011-10,458.56129032258065
2011-11,515.3416666666667
2011-12,1648.4512903225807
2012-01,2628.187096774194
2012-02,1224.5172413793102
2012-03,909.7303225806452
2012-04,723.7776666666667
2012-05,674.7396774193548
2012-06,740.0229999999999
2012-07,508.3577419354839
2012-08,340.02
2012-09,262.3156666666667
2012-10,252.64870967741933
2012-11,435.30533333333335
2012-12,665.1903225806452
2013-01,1812.162258064516
2013-02,1654.2175000000002
2013-03,1240.4703225806452
2013-04,994.5343333333333
2013-05,620.491935483871
2013-06,647.082
2013-07,498.8725806451613
2013-08,362.93774193548387
2013-09,350.67766666666665
2013-10,505.07774193548386
2013-11,558.5713333333333
2013-12,978.8587096774194
2014-01,495.6390322580645
2014-02,273.0682142857143
2014-03,335.3358064516129
2014-04,389.36333333333334
2014-05,264.17129032258066
2014-06,250.04666666666665
2014-07,242.7183870967742
2014-08,207.49161290322579
2014-09,145.46666666666667
2014-10,96.94290322580645
2014-11,282.316
2014-12,561.2016129032259
2015-01,307.3658064516129
2015-02,595.6503571428572
2015-03,804.3541935483871
2015-04,527.384
2015-05,389.43
2015-06,328.06800000000004
2015-07,255.54387096774192
2015-08,191.30806451612904
2015-09,402.53933333333333
2015-10,160.50516129032258
2015-11,525.3926666666667
2015-12,900.1167741935484
2016-01,1645.654193548387
2016-02,1128.6637931034484
2016-03,1194.1516129032257
2016-04,580.5266666666666
2016-05,445.7254838709677
2016-06,638.3023333333333
2016-07,337.69709677419354
2016-08,284.64677419354837
2016-09,227.82166666666666
2016-10,365.0138709677419
2016-11,653.4856666666667
2016-12,650.3509677419355
2017-01,794.8435483870968
2017-02,576.3628571428571
2017-03,594.8151612903226
2017-04,365.5603333333333
2017-05,429.36
2017-06,354.409
2017-07,242.77
2017-08,175.6167741935484
2017-09,129.96099999999998
2017-10,210.00774193548386
2017-11,365.38
2017-12,534.396129032258
2018-01,926.4290322580645
2018-02,638.3432142857143
2018-03,801.2477419354839
2018-04,356.4286666666667
2018-05,247.0464516129032
2018-06,238.80200000000002
2018-07,172.3177419354839
2018-08,224.5135483870968
2018-09,193.99099999999999
2018-10,442.3577419354839
2018-11,762.9636666666667
2018-12,928.5583870967743
2019-01,694.2806451612903
2019-02,750.1807142857143
2019-03,1286.1116129032257
2019-04,790.1460000000001
2019-05,534.36
2019-06,365.7006666666667
2019-07,282.6225806451613
2019-08,230.23225806451612
2019-09,215.55233333333334
2019-10,219.20193548387098
2019-11,431.758
2019-12,725.6432258064516
2020-01,938.7080645161291
2020-02,2385.1275862068965
2020-03,1399.8387096774193
2020-04,711.0490000000001
2020-05,462.57709677419354
2020-06,412.80466666666666
2020-07,300.5338709677419
2020-08,238.56483870967742
2020-09,184.90099999999998
2020-10,152.15516129032258
2020-11,372.0566666666667
2020-12,1056.6509677419356
2021-01,1138.4890322580643
2021-02,976.4250000000001
2021-03,832.8577419354839
2021-04,391.706
2021-05,305.9541935483871
2021-06,305.82233333333335
2021-07,217.73967741935485
2021-08,194.0151612903226
2021-09,163.361
2021-10,629.5735483870967
2021-11,738.722
2021-12,908.6306451612903
2022-01,1042.03
