date,flow_rate
2023-03-01,
2023-03-02,
2023-03-03,
2023-03-04,
2023-03-05,
2023-03-06,
2023-03-07,
2023-03-08,
2023-03-09,
2023-03-10,
2023-03-11,
2023-03-12,
2023-03-13,
2023-03-14,
2023-03-15,
2023-03-16,
2023-03-17,
2023-03-18,
2023-03-19,
2023-03-20,
2023-03-21,
2023-03-22,
2023-03-23,
2023-03-24,
2023-03-25,
2023-03-26,
2023-03-27,
2023-03-28,
2023-03-29,
2023-03-30,
2023-03-31,
2022-12-01,132.182
2022-12-02,162.006
2022-12-03,122.052
2022-12-04,107.024
2022-12-05,99.7285
2022-12-06,93.6738
2022-12-07,58.3154
2022-12-08,163.287
2022-12-09,95.8628
2022-12-10,122.642
2022-12-11,106.457
2022-12-12,97.5141
2022-12-13,82.4273
2022-12-14,83.4803
2022-12-15,76.1919
2022-12-16,63.6723
2022-12-17,60.8731
2022-12-18,84.0082
2022-12-19,129.179
2022-12-20,185.49
2022-12-21,420.06
2022-12-22,423.436
2022-12-23,176.248
2022-12-24,132.182
2022-12-25,104.763
2022-12-26,131.58
2022-12-27,161.367
2022-12-28,145.014
2022-12-29,82.9533
2022-12-30,66.6172
2022-12-31,60.0146
2022-11-01,55.8113
2022-11-02,39.7885
2022-11-03,73.1281
2022-11-04,99.1735
2022-11-05,61.7307
2022-11-06,36.3633
2022-11-07,29.9652
2022-11-08,28.7581
2022-11-09,56.6401
2022-11-10,53.3609
2022-11-11,50.9642
2022-11-12,60.8731
2022-11-13,54.9886
2022-11-14,49.3963
2022-11-15,110.441
2022-11-16,115.045
2022-11-17,74.6554
2022-11-18,54.9886
2022-11-19,39.0914
2022-11-20,33.7317
2022-11-21,28.7581
2022-11-22,29.9652
2022-11-23,28.7581
2022-11-24,26.4166
2022-11-25,50.9642
2022-11-26,61.7307
2022-11-27,118.534
2022-11-28,96.9627
2022-11-29,101.399
2022-11-30,157.548
2022-10-01,21.5037
2022-10-02,20.4789
2022-10-03,22.0252
2022-10-04,40.4915
2022-10-05,54.1717
2022-10-06,37.7153
2022-10-07,24.1722
2022-10-08,20.4789
2022-10-09,19.9757
2022-10-10,19.4786
2022-10-11,19.4786
2022-10-12,18.2626
2022-10-13,17.7869
2022-10-14,18.5027
2022-10-15,18.5027
2022-10-16,18.5027
2022-10-17,18.5027
2022-10-18,18.5027
2022-10-19,18.2626
2022-10-20,19.2323
2022-10-21,26.4166
2022-10-22,29.3586
2022-10-23,24.4475
2022-10-24,23.6263
2022-10-25,47.0892
2022-10-26,37.7153
2022-10-27,26.9929
2022-10-28,24.7242
2022-10-29,25.2823
2022-10-30,25.8464
2022-10-31,39.0914
2022-09-01,18.9876
2022-09-02,18.7444
2022-09-03,15.9455
2022-09-04,15.5005
2022-09-05,16.6245
2022-09-06,16.1703
2022-09-07,16.8539
2022-09-08,13.782
2022-09-09,13.782
2022-09-10,12.5578
2022-09-11,11.2
2022-09-12,12.1621
2022-09-13,9.2196
2022-09-14,9.918
2022-09-15,10.0965
2022-09-16,11.2
2022-09-17,12.3592
2022-09-18,12.758
2022-09-19,12.5578
2022-09-20,12.9597
2022-09-21,14.2024
2022-09-22,14.8445
2022-09-23,15.7222
2022-09-24,
2022-09-25,
2022-09-26,13.9914
2022-09-27,14.4149
2022-09-28,16.1703
2022-09-29,26.1307
2022-09-30,22.5528
2022-08-01,16.6245
2022-08-02,16.1703
2022-08-03,15.7222
2022-08-04,15.7222
2022-08-05,15.7222
2022-08-06,15.7222
2022-08-07,15.7222
2022-08-08,15.7222
2022-08-09,15.2803
2022-08-10,13.5741
2022-08-11,16.6245
2022-08-12,18.9876
2022-08-13,17.5514
2022-08-14,15.7222
2022-08-15,14.4149
2022-08-16,15.2803
2022-08-17,13.5741
2022-08-18,14.8445
2022-08-19,14.8445
2022-08-20,14.8445
2022-08-21,15.2803
2022-08-22,15.7222
2022-08-23,15.7222
2022-08-24,15.2803
2022-08-25,14.8445
2022-08-26,13.9914
2022-08-27,13.9914
2022-08-28,13.9914
2022-08-29,14.4149
2022-08-30,15.7222
2022-08-31,16.6245
2022-07-01,17.5514
2022-07-02,18.5027
2022-07-03,17.7869
2022-07-04,17.3174
2022-07-05,16.6245
2022-07-06,17.0849
2022-07-07,17.3174
2022-07-08,17.3174
2022-07-09,16.1703
2022-07-10,17.0849
2022-07-11,17.3174
2022-07-12,17.0849
2022-07-13,16.8539
2022-07-14,16.8539
2022-07-15,16.3966
2022-07-16,16.3966
2022-07-17,16.3966
2022-07-18,16.8539
2022-07-19,14.8445
2022-07-20,15.5005
2022-07-21,15.5005
2022-07-22,15.5005
2022-07-23,15.2803
2022-07-24,15.2803
2022-07-25,15.5005
2022-07-26,15.2803
2022-07-27,16.8539
2022-07-28,16.3966
2022-07-29,16.6245
2022-07-30,16.6245
2022-07-31,16.6245
2022-06-01,20.4789
2022-06-02,18.9876
2022-06-03,18.5027
2022-06-04,18.5027
2022-06-05,18.5027
2022-06-06,18.9876
2022-06-07,19.4786
2022-06-08,18.9876
2022-06-09,18.9876
2022-06-10,19.4786
2022-06-11,20.4789
2022-06-12,20.4789
2022-06-13,21.5037
2022-06-14,22.2883
2022-06-15,21.2452
2022-06-16,21.2452
2022-06-17,21.5037
2022-06-18,21.2452
2022-06-19,20.2266
2022-06-20,20.7328
2022-06-21,19.4786
2022-06-22,20.2266
2022-06-23,18.9876
2022-06-24,18.7444
2022-06-25,18.7444
2022-06-26,18.9876
2022-06-27,18.5027
2022-06-28,18.024
2022-06-29,18.024
2022-06-30,17.7869
2022-05-01,25.2823
2022-05-02,25.2823
2022-05-03,24.7242
2022-05-04,25.2823
2022-05-05,27.5752
2022-05-06,30.5778
2022-05-07,37.7153
2022-05-08,27.5752
2022-05-09,26.9929
2022-05-10,25.8464
2022-05-11,25.2823
2022-05-12,24.1722
2022-05-13,25.8464
2022-05-14,25.2823
2022-05-15,25.2823
2022-05-16,23.6263
2022-05-17,24.7242
2022-05-18,24.1722
2022-05-19,23.6263
2022-05-20,22.5528
2022-05-21,22.0252
2022-05-22,20.4789
2022-05-23,20.4789
2022-05-24,20.4789
2022-05-25,20.4789
2022-05-26,20.4789
2022-05-27,20.4789
2022-05-28,20.4789
2022-05-29,20.4789
2022-05-30,20.4789
2022-05-31,20.4789
2022-04-01,31.8212
2022-04-02,31.8212
2022-04-03,33.0888
2022-04-04,37.0363
2022-04-05,31.8212
2022-04-06,30.5778
2022-04-07,26.4166
2022-04-08,30.5778
2022-04-09,30.5778
2022-04-10,30.5778
2022-04-11,29.9652
2022-04-12,29.3586
2022-04-13,29.9652
2022-04-14,36.3633
2022-04-15,40.4915
2022-04-16,37.0363
2022-04-17,31.8212
2022-04-18,31.1965
2022-04-19,30.5778
2022-04-20,29.9652
2022-04-21,28.7581
