Date,PARANAIBA CACU
2020-08-17,62.083333333333336
2020-08-18,61.916666666666664
2020-08-19,63.041666666666664
2020-08-20,61.166666666666664
2020-08-21,59.375
2020-08-22,59.416666666666664
2020-08-23,63.75
2020-08-24,64.625
2020-08-25,65.08695652173913
2020-08-26,70.33333333333333
2020-08-27,64.16666666666667
2020-08-28,59.833333333333336
2020-08-29,58.625
2020-08-30,59.208333333333336
2020-08-31,58.166666666666664
2020-09-01,52.458333333333336
2020-09-02,54.0
2020-09-03,55.5
2020-09-04,53.541666666666664
2020-09-05,55.208333333333336
2020-09-06,48.041666666666664
2020-09-07,53.625
2020-09-08,53.583333333333336
2020-09-09,44.25
2020-09-10,53.375
2020-09-11,51.458333333333336
2020-09-12,50.041666666666664
2020-09-13,48.291666666666664
2020-09-14,45.5
2020-09-15,41.083333333333336
2020-09-16,48.416666666666664
2020-09-17,45.916666666666664
2020-09-18,48.583333333333336
2020-09-19,40.541666666666664
2020-09-20,49.541666666666664
2020-09-21,47.833333333333336
2020-09-22,52.5
2020-09-23,71.625
2020-09-24,74.0
2020-09-25,73.08333333333333
2020-09-26,70.33333333333333
2020-09-27,61.708333333333336
2020-09-28,57.416666666666664
2020-09-29,42.125
2020-09-30,48.208333333333336
2020-10-01,41.791666666666664
2020-10-02,39.083333333333336
2020-10-03,45.833333333333336
2020-10-04,44.875
2020-10-05,44.291666666666664
2020-10-06,43.875
2020-10-07,35.625
2020-10-08,35.875
2020-10-09,46.083333333333336
2020-10-10,35.083333333333336
2020-10-11,37.125
2020-10-12,44.791666666666664
2020-10-13,43.666666666666664
2020-10-14,46.875
2020-10-15,41.166666666666664
2020-10-16,63.333333333333336
2020-10-17,89.375
2020-10-18,74.0
2020-10-19,71.79166666666667
2020-10-20,74.58333333333333
2020-10-21,91.41666666666667
2020-10-22,120.29166666666667
2020-10-23,154.875
2020-10-24,145.58333333333334
2020-10-25,146.375
2020-10-26,152.16666666666666
2020-10-27,191.45833333333334
2020-10-28,191.125
2020-10-29,144.5
2020-10-30,174.16666666666666
2020-10-31,191.45833333333334
2020-11-01,175.45833333333334
2020-11-02,132.41666666666666
2020-11-03,108.58333333333333
2020-11-04,91.95833333333333
2020-11-05,81.0
2020-11-06,80.54166666666667
2020-11-07,74.41666666666667
2020-11-08,72.33333333333333
2020-11-09,72.91666666666667
2020-11-10,77.75
2020-11-11,79.5
2020-11-12,85.83333333333333
2020-11-13,98.33333333333333
2020-11-14,92.48
2020-11-15,123.58333333333333
2020-11-16,144.16666666666666
2020-11-17,121.54166666666667
2020-11-18,112.33333333333333
2020-11-19,105.33333333333333
2020-11-20,90.95833333333333
2020-11-21,94.41666666666667
2020-11-22,86.625
2020-11-23,83.125
2020-11-24,88.75
2020-11-25,82.54166666666667
2020-11-26,79.25
2020-11-27,79.58333333333333
2020-11-28,63.583333333333336
2020-11-29,64.20833333333333
2020-11-30,61.166666666666664
2020-12-01,59.916666666666664
2020-12-02,62.791666666666664
2020-12-03,53.208333333333336
2020-12-04,61.083333333333336
2020-12-05,55.375
2020-12-06,75.625
2020-12-07,119.29166666666667
2020-12-08,113.91666666666667
2020-12-09,149.54166666666666
2020-12-10,137.375
2020-12-11,155.875
2020-12-12,145.66666666666666
2020-12-13,145.25
2020-12-14,120.66666666666667
2020-12-15,104.29166666666667
2020-12-16,114.33333333333333
2020-12-17,104.375
2020-12-18,93.16666666666667
2020-12-19,103.33333333333333
2020-12-20,102.5
2020-12-21,120.54166666666667
2020-12-22,120.375
2020-12-23,112.25
2020-12-24,111.375
2020-12-25,133.25
2020-12-26,139.66666666666666
2020-12-27,133.04166666666666
2020-12-28,178.95833333333334
2020-12-29,180.375
2020-12-30,163.33333333333334
2020-12-31,159.5
2021-01-01,143.5
2021-01-02,118.70833333333333
2021-01-03,108.45833333333333
2021-01-04,104.375
2021-01-05,144.33333333333334
2021-01-06,142.54166666666666
2021-01-07,119.41666666666667
2021-01-08,126.25
2021-01-09,132.04166666666666
2021-01-10,116.5
2021-01-11,109.375
2021-01-12,119.91666666666667
2021-01-13,127.375
2021-01-14,144.125
2021-01-15,213.375
2021-01-16,266.9583333333333
2021-01-17,232.41666666666666
2021-01-18,241.95833333333334
2021-01-19,220.70833333333334
2021-01-20,220.5
2021-01-21,225.20833333333334
2021-01-22,189.0
2021-01-23,179.29166666666666
2021-01-24,170.29166666666666
2021-01-25,174.5
2021-01-26,155.08333333333334
2021-01-27,156.58333333333334
2021-01-28,155.91666666666666
2021-01-29,163.66666666666666
2021-01-30,168.29166666666666
2021-01-31,160.04166666666666
2021-02-01,152.5
2021-02-02,144.20833333333334
2021-02-03,136.41666666666666
2021-02-04,139.83333333333334
2021-02-05,136.33333333333334
2021-02-06,125.125
2021-02-07,138.20833333333334
2021-02-08,119.79166666666667
2021-02-09,118.375
2021-02-10,112.54166666666667
2021-02-11,109.5
2021-02-12,120.29166666666667
2021-02-13,121.91666666666667
2021-02-14,148.70833333333334
2021-02-15,180.58333333333334
2021-02-16,171.70833333333334
2021-02-17,186.5
2021-02-18,175.125
2021-02-19,158.58333333333334
2021-02-20,139.0
2021-02-21,134.25
2021-02-22,137.08333333333334
2021-02-23,145.5
2021-02-24,134.75
2021-02-25,134.25
2021-02-26,147.54166666666666
2021-02-27,136.625
2021-02-28,154.875
2021-03-01,183.79166666666666
2021-03-02,184.25
2021-03-03,202.33333333333334
2021-03-04,213.95833333333334
2021-03-05,204.25
2021-03-06,188.33333333333334
2021-03-07,211.70833333333334
2021-03-08,211.29166666666666
2021-03-09,232.16666666666666
2021-03-10,247.75
2021-03-11,206.20833333333334
2021-03-12,214.625
2021-03-13,198.125
2021-03-14,176.375
2021-03-15,195.125
2021-03-16,218.04166666666666
2021-03-17,247.58333333333334
2021-03-18,236.33333333333334
2021-03-19,216.04166666666666
2021-03-20,226.58333333333334
2021-03-21,208.125
2021-03-22,189.66666666666666
2021-03-23,181.95833333333334
2021-03-24,167.66666666666666
2021-03-25,154.125
2021-03-26,144.75
2021-03-27,138.33333333333334
2021-03-28,133.33333333333334
2021-03-29,124.20833333333333
2021-03-30,126.58333333333333
2021-03-31,127.91666666666667
2021-04-01,132.20833333333334
2021-04-02,129.33333333333334
2021-04-03,141.16666666666666
2021-04-04,139.29166666666666
2021-04-05,145.20833333333334
2021-04-06,142.45833333333334
2021-04-07,138.04166666666666
2021-04-08,135.20833333333334
2021-04-09,142.08333333333334
2021-04-10,144.375
2021-04-11,135.66666666666666
2021-04-12,138.70833333333334
2021-04-13,129.83333333333334
2021-04-14,119.625
2021-04-15,116.16666666666667
2021-04-16,115.83333333333333
2021-04-17,133.0
2021-04-18,149.45833333333334
2021-04-19,146.91666666666666
2021-04-20,138.66666666666666
2021-04-21,122.58333333333333
2021-04-22,122.45833333333333
2021-04-23,108.125
2021-04-24,106.95833333333333
2021-04-25,104.70833333333333
2021-04-26,103.41666666666667
2021-04-27,103.75
2021-04-28,105.66666666666667
2021-04-29,103.95833333333333
2021-04-30,98.20833333333333
2021-05-01,104.20833333333333
2021-05-02,99.95833333333333
2021-05-03,103.375
2021-05-04,98.66666666666667
2021-05-05,97.04166666666667
2021-05-06,94.125
2021-05-07,95.45833333333333
2021-05-08,95.66666666666667
2021-05-09,92.25
2021-05-10,96.08333333333333
2021-05-11,90.54166666666667
2021-05-12,90.91666666666667
2021-05-13,90.41666666666667
2021-05-14,90.70833333333333
2021-05-15,91.5
2021-05-16,86.70833333333333
2021-05-17,90.70833333333333
2021-05-18,86.70833333333333
2021-05-19,84.41666666666667
2021-05-20,84.04166666666667
2021-05-21,84.54166666666667
2021-05-22,92.29166666666667
2021-05-23,127.54166666666667
2021-05-24,152.75
2021-05-25,171.5
2021-05-26,149.0
2021-05-27,119.54166666666667
2021-05-28,108.58333333333333
2021-05-29,99.875
2021-05-30,95.95833333333333
2021-05-31,95.5
2021-06-01,90.70833333333333
2021-06-02,95.70833333333333
2021-06-03,90.41666666666667
2021-06-04,95.125
2021-06-05,89.45833333333333
2021-06-06,88.58333333333333
2021-06-07,89.25
2021-06-08,82.08333333333333
2021-06-09,81.95833333333333
2021-06-10,90.1304347826087
2021-06-11,93.70833333333333
2021-06-12,97.70833333333333
2021-06-13,104.125
2021-06-14,100.79166666666667
2021-06-15,99.95833333333333
2021-06-16,88.875
2021-06-17,90.33333333333333
2021-06-18,86.41666666666667
2021-06-19,82.04166666666667
2021-06-20,83.45833333333333
2021-06-21,80.5
2021-06-22,80.70833333333333
2021-06-23,80.375
2021-06-24,80.45833333333333
2021-06-25,79.75
2021-06-26,74.25
2021-06-27,72.95833333333333
2021-06-28,73.20833333333333
2021-06-29,67.91666666666667
2021-06-30,72.0
2021-07-01,71.75
2021-07-02,74.70833333333333
2021-07-03,73.625
2021-07-04,79.45833333333333
2021-07-05,79.375
2021-07-06,76.04166666666667
2021-07-07,75.5
2021-07-08,75.08333333333333
2021-07-09,78.47826086956522
2021-07-10,76.45833333333333
2021-07-11,73.08333333333333
2021-07-12,75.54166666666667
2021-07-13,77.79166666666667
2021-07-14,72.0
2021-07-15,75.70833333333333
2021-07-16,72.0
2021-07-17,73.45833333333333
2021-07-18,72.41666666666667
2021-07-19,71.45833333333333
2021-07-20,70.58333333333333
2021-07-21,74.41666666666667
2021-07-22,72.25
2021-07-23,72.33333333333333
2021-07-24,73.625
2021-07-25,72.0
2021-07-26,71.5
2021-07-27,71.54166666666667
2021-07-28,69.58333333333333
2021-07-29,69.54166666666667
2021-07-30,69.66666666666667
2021-07-31,69.29166666666667
2021-08-01,69.5
2021-08-02,67.95833333333333
2021-08-03,68.41666666666667
2021-08-04,68.0
2021-08-05,69.5
2021-08-06,69.45833333333333
2021-08-07,69.04166666666667
2021-08-08,67.25
2021-08-09,68.5
2021-08-10,66.70833333333333
2021-08-11,65.66666666666667
2021-08-12,66.125
2021-08-13,65.75
2021-08-14,65.70833333333333
2021-08-15,65.8695652173913
2021-08-16,60.5
2021-08-17,60.583333333333336
2021-08-18,77.125
2021-08-19,60.0
2021-08-20,60.416666666666664
2021-08-21,57.833333333333336
2021-08-22,58.375
2021-08-23,59.083333333333336
2021-08-24,59.791666666666664
2021-08-25,58.791666666666664
2021-08-26,60.666666666666664
2021-08-27,64.75
2021-08-28,56.708333333333336
2021-08-29,55.333333333333336
2021-08-30,57.541666666666664
2021-08-31,58.583333333333336
2021-09-01,64.04166666666667
2021-09-02,59.041666666666664
2021-09-03,56.69565217391305
2021-09-04,56.708333333333336
2021-09-05,54.375
2021-09-06,54.666666666666664
2021-09-07,55.208333333333336
2021-09-08,53.375
2021-09-09,54.208333333333336
2021-09-10,55.208333333333336
2021-09-11,53.708333333333336
2021-09-12,56.583333333333336
2021-09-13,56.666666666666664
2021-09-14,56.25
2021-09-15,54.75
2021-09-16,58.541666666666664
2021-09-17,49.333333333333336
2021-09-18,52.166666666666664
2021-09-19,54.25
2021-09-20,50.75
2021-09-21,46.708333333333336
2021-09-22,42.916666666666664
2021-09-23,48.833333333333336
2021-09-24,47.791666666666664
2021-09-25,38.75
2021-09-26,51.291666666666664
2021-09-27,52.958333333333336
2021-09-28,56.875
2021-09-29,58.208333333333336
2021-09-30,56.041666666666664
2021-10-01,53.666666666666664
2021-10-02,55.958333333333336
2021-10-03,69.29166666666667
2021-10-04,72.79166666666667
2021-10-05,69.20833333333333
2021-10-06,77.41666666666667
2021-10-07,67.29166666666667
2021-10-08,69.70833333333333
2021-10-09,67.58333333333333
2021-10-10,67.83333333333333
2021-10-11,79.20833333333333
2021-10-12,86.25
2021-10-13,87.66666666666667
2021-10-14,70.29166666666667
2021-10-15,73.125
2021-10-16,95.83333333333333
2021-10-17,93.66666666666667
2021-10-18,90.16666666666667
2021-10-19,100.16666666666667
2021-10-20,111.41666666666667
2021-10-21,127.125
2021-10-22,101.16666666666667
2021-10-23,92.91666666666667
2021-10-24,92.08333333333333
2021-10-25,95.54166666666667
2021-10-26,99.83333333333333
2021-10-27,108.0
2021-10-28,138.41666666666666
2021-10-29,129.625
2021-10-30,181.79166666666666
2021-10-31,187.70833333333334
2021-11-01,172.33333333333334
2021-11-02,145.83333333333334
2021-11-03,117.16666666666667
2021-11-04,113.33333333333333
2021-11-05,111.91666666666667
2021-11-06,109.95833333333333
2021-11-07,103.5
2021-11-08,98.45833333333333
2021-11-09,115.70833333333333
2021-11-10,112.66666666666667
2021-11-11,127.45833333333333
2021-11-12,158.29166666666666
2021-11-13,221.625
2021-11-14,200.45833333333334
2021-11-15,182.83333333333334
2021-11-16,164.45833333333334
2021-11-17,136.83333333333334
2021-11-18,152.83333333333334
2021-11-19,174.25
2021-11-20,225.41666666666666
2021-11-21,317.2916666666667
2021-11-22,266.125
2021-11-23,221.66666666666666
2021-11-24,179.29166666666666
2021-11-25,166.25
2021-11-26,147.375
2021-11-27,141.54166666666666
2021-11-28,125.54166666666667
2021-11-29,128.58333333333334
2021-11-30,180.04166666666666
2021-12-01,235.25
2021-12-02,221.25
2021-12-03,181.0
2021-12-04,193.29166666666666
2021-12-05,183.75
2021-12-06,171.54166666666666
2021-12-07,144.5
2021-12-08,134.125
2021-12-09,127.75
2021-12-10,124.125
2021-12-11,116.54166666666667
2021-12-12,138.04166666666666
2021-12-13,128.58333333333334
2021-12-14,160.75
2021-12-15,201.66666666666666
2021-12-16,256.0833333333333
2021-12-17,315.25
2021-12-18,243.29166666666666
2021-12-19,241.625
2021-12-20,232.58333333333334
2021-12-21,254.41666666666666
2021-12-22,223.125
2021-12-23,214.5
2021-12-24,259.7916666666667
2021-12-25,239.375
2021-12-26,189.25
2021-12-27,167.91666666666666
2021-12-28,151.54166666666666
2021-12-29,142.54166666666666
2021-12-30,194.33333333333334
2021-12-31,254.125
2022-01-01,245.5
2022-01-02,214.66666666666666
2022-01-03,206.91666666666666
2022-01-04,193.75
2022-01-05,191.875
2022-01-06,208.79166666666666
2022-01-07,237.08333333333334
2022-01-08,368.0833333333333
2022-01-09,366.125
2022-01-10,373.4583333333333
2022-01-11,399.3333333333333
2022-01-12,407.2083333333333
2022-01-13,367.25
2022-01-14,298.2916666666667
2022-01-15,257.5416666666667
2022-01-16,223.16666666666666
2022-01-17,191.91666666666666
2022-01-18,190.5
2022-01-19,194.5
2022-01-20,181.29166666666666
2022-01-21,180.0
2022-01-22,172.125
2022-01-23,161.04166666666666
2022-01-24,165.20833333333334
2022-01-25,171.58333333333334
2022-01-26,187.66666666666666
2022-01-27,232.75
2022-01-28,237.625
2022-01-29,246.625
2022-01-30,279.0
2022-01-31,277.8333333333333
2022-02-01,264.1666666666667
2022-02-02,288.25
2022-02-03,285.875
2022-02-04,272.0833333333333
2022-02-05,234.75
2022-02-06,213.5
2022-02-07,244.5
2022-02-08,248.33333333333334
2022-02-09,278.7083333333333
2022-02-10,285.6666666666667
2022-02-11,286.3333333333333
2022-02-12,277.5416666666667
2022-02-13,263.25
2022-02-14,270.4583333333333
2022-02-15,281.2083333333333
2022-02-16,270.0416666666667
2022-02-17,315.7916666666667
2022-02-18,315.875
2022-02-19,389.7083333333333
2022-02-20,377.25
2022-02-21,305.75
2022-02-22,299.2916666666667
2022-02-23,286.7916666666667
2022-02-24,259.5
2022-02-25,245.70833333333334
2022-02-26,247.91666666666666
2022-02-27,249.125
2022-02-28,268.25
2022-03-01,301.125
2022-03-02,294.0833333333333
2022-03-03,283.4583333333333
2022-03-04,247.54166666666666
2022-03-05,235.7826086956522
2022-03-06,232.70833333333334
2022-03-07,219.5
2022-03-08,207.66666666666666
2022-03-09,208.04166666666666
2022-03-10,200.0
2022-03-11,188.54166666666666
2022-03-12,187.79166666666666
2022-03-13,210.29166666666666
2022-03-14,270.7916666666667
2022-03-15,241.875
2022-03-16,279.7916666666667
2022-03-17,377.2083333333333
2022-03-18,404.875
2022-03-19,355.1666666666667
2022-03-20,287.6666666666667
2022-03-21,304.7083333333333
2022-03-22,317.0833333333333
2022-03-23,328.5
2022-03-24,264.5416666666667
2022-03-25,231.66666666666666
2022-03-26,243.08333333333334
2022-03-27,262.1666666666667
2022-03-28,245.79166666666666
2022-03-29,257.75
2022-03-30,247.45833333333334
2022-03-31,229.25
2022-04-01,229.79166666666666
2022-04-02,219.66666666666666
2022-04-03,232.125
2022-04-04,246.125
2022-04-05,203.75
2022-04-06,184.95833333333334
2022-04-07,178.125
2022-04-08,177.66666666666666
2022-04-09,172.875
2022-04-10,189.125
2022-04-11,194.66666666666666
2022-04-12,206.25
2022-04-13,202.25
2022-04-14,194.54166666666666
2022-04-15,182.45833333333334
2022-04-16,173.08333333333334
2022-04-17,163.29166666666666
2022-04-18,157.0
2022-04-19,154.125
2022-04-20,145.29166666666666
2022-04-21,146.41666666666666
2022-04-22,142.16666666666666
2022-04-23,139.95833333333334
2022-04-24,138.5
2022-04-25,139.58333333333334
2022-04-26,136.29166666666666
2022-04-27,136.45833333333334
2022-04-28,129.2
2022-04-29,130.625
2022-04-30,130.375
2022-05-01,130.70833333333334
2022-05-02,126.25
2022-05-03,124.375
2022-05-04,122.25
2022-05-05,122.58333333333333
2022-05-06,126.95833333333333
2022-05-07,122.45833333333333
2022-05-08,122.75
2022-05-09,120.625
2022-05-10,123.66666666666667
2022-05-11,115.16666666666667
2022-05-12,120.45833333333333
2022-05-13,124.16666666666667
2022-05-14,122.875
2022-05-15,117.125
2022-05-16,126.04166666666667
2022-05-17,116.25
2022-05-18,120.29166666666667
2022-05-19,122.33333333333333
2022-05-20,112.29166666666667
2022-05-21,122.83333333333333
2022-05-22,111.375
2022-05-23,115.5
2022-05-24,119.0
2022-05-25,106.875
2022-05-26,117.79166666666667
2022-05-27,106.29166666666667
2022-05-28,114.75
2022-05-29,106.08333333333333
2022-05-30,113.04166666666667
2022-05-31,102.66666666666667
2022-06-01,104.41666666666667
2022-06-02,102.83333333333333
2022-06-03,109.04166666666667
2022-06-04,100.25
2022-06-05,101.08333333333333
2022-06-06,103.625
2022-06-07,102.75
2022-06-08,100.5
2022-06-09,124.79166666666667
2022-06-10,135.04166666666666
2022-06-11,126.375
2022-06-12,120.08333333333333
2022-06-13,124.125
2022-06-14,113.125
2022-06-15,112.625
2022-06-16,112.16666666666667
2022-06-17,105.125
2022-06-18,119.25
2022-06-19,137.25
2022-06-20,129.29166666666666
2022-06-21,116.54166666666667
2022-06-22,108.83333333333333
2022-06-23,109.0
2022-06-24,98.0
2022-06-25,101.25
2022-06-26,93.875
2022-06-27,97.0
2022-06-28,96.0
2022-06-29,94.25
2022-06-30,94.58333333333333
2022-07-01,94.45833333333333
2022-07-02,91.625
2022-07-03,90.70833333333333
2022-07-04,88.83333333333333
2022-07-05,85.79166666666667
2022-07-06,84.5
2022-07-07,87.75
2022-07-08,87.125
2022-07-09,84.25
2022-07-10,86.375
2022-07-11,80.58333333333333
2022-07-12,82.70833333333333
2022-07-13,80.91666666666667
2022-07-14,82.91666666666667
2022-07-15,82.875
2022-07-16,80.25
2022-07-17,78.875
2022-07-18,80.75
2022-07-19,77.83333333333333
2022-07-20,74.91666666666667
2022-07-21,76.625
2022-07-22,76.08333333333333
2022-07-23,76.375
2022-07-24,74.08333333333333
2022-07-25,75.33333333333333
2022-07-26,70.375
2022-07-27,72.625
2022-07-28,71.66666666666667
2022-07-29,71.45833333333333
2022-07-30,71.41666666666667
2022-07-31,69.625
2022-08-01,73.33333333333333
2022-08-02,70.95833333333333
2022-08-03,68.45833333333333
2022-08-04,68.83333333333333
2022-08-05,68.875
2022-08-06,63.5
2022-08-07,70.79166666666667
2022-08-08,62.208333333333336
2022-08-09,67.70833333333333
2022-08-10,75.79166666666667
2022-08-11,75.33333333333333
2022-08-12,79.125
2022-08-13,75.0
2022-08-14,71.16666666666667
2022-08-15,69.0
2022-08-16,67.04166666666667
2022-08-17,65.375
2022-08-18,64.70833333333333
2022-08-19,58.791666666666664
2022-08-20,57.041666666666664
2022-08-21,63.916666666666664
2022-08-22,64.04166666666667
2022-08-23,62.083333333333336
2022-08-24,60.291666666666664
2022-08-25,60.791666666666664
2022-08-26,58.458333333333336
2022-08-27,58.541666666666664
2022-08-28,57.875
2022-08-29,56.541666666666664
2022-08-30,56.708333333333336
2022-08-31,56.208333333333336
2022-09-01,56.083333333333336
2022-09-02,54.333333333333336
2022-09-03,54.541666666666664
2022-09-04,54.083333333333336
2022-09-05,53.583333333333336
2022-09-06,51.791666666666664
2022-09-07,49.958333333333336
2022-09-08,53.375
2022-09-09,52.666666666666664
2022-09-10,51.083333333333336
2022-09-11,50.583333333333336
2022-09-12,47.125
2022-09-13,47.333333333333336
2022-09-14,47.208333333333336
2022-09-15,49.333333333333336
2022-09-16,54.458333333333336
2022-09-17,55.625
2022-09-18,64.75
2022-09-19,61.041666666666664
2022-09-20,68.79166666666667
2022-09-21,64.0
2022-09-22,74.16666666666667
2022-09-23,58.541666666666664
2022-09-24,63.375
2022-09-25,59.666666666666664
2022-09-26,59.75
2022-09-27,63.0
2022-09-28,81.125
2022-09-29,96.625
2022-09-30,94.375
2022-10-01,91.45833333333333
2022-10-02,83.95833333333333
2022-10-03,85.45833333333333
2022-10-04,82.0
2022-10-05,82.83333333333333
2022-10-06,76.75
2022-10-07,89.75
2022-10-08,101.375
2022-10-09,115.95833333333333
2022-10-10,102.29166666666667
2022-10-11,118.04166666666667
2022-10-12,123.95833333333333
2022-10-13,109.95833333333333
2022-10-14,94.54166666666667
2022-10-15,80.29166666666667
2022-10-16,76.625
2022-10-17,67.08333333333333
