Date,PARAIBA DO SUL ANTA
2020-07-19,160.33333333333334
2020-07-20,172.875
2020-07-21,169.04166666666666
2020-07-22,171.79166666666666
2020-07-23,162.79166666666666
2020-07-24,167.625
2020-07-25,162.375
2020-07-26,168.83333333333334
2020-07-27,153.375
2020-07-28,158.04166666666666
2020-07-29,158.625
2020-07-30,166.125
2020-07-31,166.625
2020-08-01,174.70833333333334
2020-08-02,162.04166666666666
2020-08-03,171.54166666666666
2020-08-04,163.79166666666666
2020-08-05,163.33333333333334
2020-08-06,158.58333333333334
2020-08-07,154.70833333333334
2020-08-08,153.79166666666666
2020-08-09,164.20833333333334
2020-08-10,157.25
2020-08-11,160.83333333333334
2020-08-12,160.41666666666666
2020-08-13,151.58333333333334
2020-08-14,141.41666666666666
2020-08-15,161.25
2020-08-16,150.0
2020-08-17,146.625
2020-08-18,148.16666666666666
2020-08-19,144.83333333333334
2020-08-20,145.54166666666666
2020-08-21,149.875
2020-08-22,177.70833333333334
2020-08-23,230.95833333333334
2020-08-24,209.54166666666666
2020-08-25,165.75
2020-08-26,163.66666666666666
2020-08-27,153.83333333333334
2020-08-28,153.58333333333334
2020-08-29,164.45833333333334
2020-08-30,152.125
2020-08-31,147.0
2020-09-01,142.83333333333334
2020-09-02,148.58333333333334
2020-09-03,144.5
2020-09-04,137.29166666666666
2020-09-05,149.70833333333334
2020-09-06,144.0
2020-09-07,143.45833333333334
2020-09-08,146.91666666666666
2020-09-09,186.70833333333334
2020-09-10,148.16666666666666
2020-09-11,124.29166666666667
2020-09-12,146.5
2020-09-13,129.54166666666666
2020-09-14,124.0
2020-09-15,121.79166666666667
2020-09-16,111.54166666666667
2020-09-17,124.04166666666667
2020-09-18,118.45833333333333
2020-09-19,132.41666666666666
2020-09-20,120.58333333333333
2020-09-21,124.70833333333333
2020-09-22,153.83333333333334
2020-09-23,287.6666666666667
2020-09-24,261.75
2020-09-25,164.08333333333334
2020-09-26,167.79166666666666
2020-09-27,160.41666666666666
2020-09-28,122.45833333333333
2020-09-29,133.04166666666666
2020-09-30,131.125
2020-10-01,132.33333333333334
2020-10-02,123.875
2020-10-03,125.875
2020-10-04,125.08333333333333
2020-10-05,117.91666666666667
2020-10-06,125.45833333333333
2020-10-07,116.04166666666667
2020-10-08,128.83333333333334
2020-10-09,128.33333333333334
2020-10-10,132.95833333333334
2020-10-11,140.41666666666666
2020-10-12,159.25
2020-10-13,119.875
2020-10-14,137.91666666666666
2020-10-15,142.58333333333334
2020-10-16,150.08333333333334
2020-10-17,147.29166666666666
2020-10-18,144.20833333333334
2020-10-19,129.70833333333334
2020-10-20,140.66666666666666
2020-10-21,141.5
2020-10-22,143.91666666666666
2020-10-23,144.33333333333334
2020-10-24,151.08333333333334
2020-10-25,145.5
2020-10-26,183.08333333333334
2020-10-27,182.25
2020-10-28,153.08333333333334
2020-10-29,155.875
2020-10-30,131.625
2020-10-31,157.79166666666666
2020-11-01,188.83333333333334
2020-11-02,217.5
2020-11-03,177.83333333333334
2020-11-04,201.45833333333334
2020-11-05,241.95833333333334
2020-11-06,221.83333333333334
2020-11-07,186.66666666666666
2020-11-08,171.91666666666666
2020-11-09,161.95833333333334
2020-11-10,234.95833333333334
2020-11-11,287.5
2020-11-12,367.2916666666667
2020-11-13,524.5833333333334
2020-11-14,554.9583333333334
2020-11-15,411.6666666666667
2020-11-16,267.875
2020-11-17,317.375
2020-11-18,268.875
2020-11-19,447.3333333333333
2020-11-20,499.3333333333333
2020-11-21,402.0833333333333
2020-11-22,286.25
2020-11-23,347.6666666666667
2020-11-24,244.04166666666666
2020-11-25,271.4166666666667
2020-11-26,220.25
2020-11-27,187.04166666666666
2020-11-28,179.75
2020-11-29,176.125
2020-11-30,170.41666666666666
2020-12-01,210.625
2020-12-02,271.7916666666667
2020-12-03,269.1666666666667
2020-12-04,265.7916666666667
2020-12-05,250.29166666666666
2020-12-06,230.41666666666666
2020-12-07,356.4583333333333
2020-12-08,635.375
2020-12-09,1010.5
2020-12-10,570.2083333333334
2020-12-11,637.0416666666666
2020-12-12,368.5416666666667
2020-12-13,346.0833333333333
2020-12-14,367.75
2020-12-15,323.4166666666667
2020-12-16,242.33333333333334
2020-12-17,402.5833333333333
2020-12-18,479.5416666666667
2020-12-19,520.4166666666666
2020-12-20,587.0833333333334
2020-12-21,432.2083333333333
2020-12-22,423.625
2020-12-23,686.0
2020-12-24,809.2916666666666
2020-12-25,736.625
2020-12-26,747.875
2020-12-27,1127.9166666666667
2020-12-28,1105.8333333333333
2020-12-29,949.4166666666666
2020-12-30,749.9583333333334
2020-12-31,794.1666666666666
2021-01-01,647.5
2021-01-02,642.5
2021-01-03,759.6666666666666
2021-01-04,677.125
2021-01-05,788.3333333333334
2021-01-06,702.125
2021-01-07,700.9583333333334
2021-01-08,688.3333333333334
2021-01-09,575.1666666666666
2021-01-10,761.6666666666666
2021-01-11,1478.4583333333333
2021-01-12,1266.2916666666667
2021-01-13,1079.0
2021-01-14,966.9166666666666
2021-01-15,963.2083333333334
2021-01-16,979.0416666666666
2021-01-17,841.3333333333334
2021-01-18,852.125
2021-01-19,756.9583333333334
2021-01-20,588.5
2021-01-21,448.2916666666667
2021-01-22,380.9583333333333
2021-01-23,228.0
2021-01-24,295.875
2021-01-25,274.4782608695652
2021-01-26,251.83333333333334
2021-01-27,247.04166666666666
2021-01-28,232.65217391304347
2021-01-29,239.875
2021-01-30,242.625
2021-01-31,189.125
2021-02-01,220.66666666666666
2021-02-02,222.70833333333334
2021-02-03,230.125
2021-02-04,223.20833333333334
2021-02-05,221.66666666666666
2021-02-06,304.1666666666667
2021-02-07,510.5
2021-02-08,478.4166666666667
2021-02-09,362.25
2021-02-10,400.625
2021-02-11,490.6666666666667
2021-02-12,389.9166666666667
2021-02-13,449.9166666666667
2021-02-14,648.375
2021-02-15,623.4583333333334
2021-02-16,592.9583333333334
2021-02-17,582.4583333333334
2021-02-18,670.2083333333334
2021-02-19,708.75
2021-02-20,576.7083333333334
2021-02-21,547.2083333333334
2021-02-22,453.75
2021-02-23,558.125
2021-02-24,501.4583333333333
2021-02-25,349.2916666666667
2021-02-26,228.0
2021-02-27,340.2083333333333
2021-02-28,383.3333333333333
2021-03-01,318.9583333333333
2021-03-02,382.9166666666667
2021-03-03,379.0833333333333
2021-03-04,236.29166666666666
2021-03-05,250.375
2021-03-06,229.58333333333334
2021-03-07,259.625
2021-03-08,295.25
2021-03-09,350.5416666666667
2021-03-10,331.0
2021-03-11,401.875
2021-03-12,452.7083333333333
2021-03-13,534.1666666666666
2021-03-14,462.1666666666667
2021-03-15,411.8333333333333
2021-03-16,332.5833333333333
2021-03-17,310.1666666666667
2021-03-18,373.75
2021-03-19,413.625
2021-03-20,316.7083333333333
2021-03-21,284.875
2021-03-22,277.5
2021-03-23,225.375
2021-03-24,245.25
2021-03-25,237.58333333333334
2021-03-26,211.70833333333334
2021-03-27,237.04166666666666
2021-03-28,221.375
2021-03-29,212.83333333333334
2021-03-30,230.08333333333334
2021-03-31,303.1666666666667
2021-04-01,310.4166666666667
2021-04-02,229.66666666666666
2021-04-03,213.75
2021-04-04,229.875
2021-04-05,213.75
2021-04-06,216.54166666666666
2021-04-07,250.91666666666666
2021-04-08,225.95833333333334
2021-04-09,232.41666666666666
2021-04-10,223.375
2021-04-11,210.41666666666666
2021-04-12,197.70833333333334
2021-04-13,219.875
2021-04-14,226.20833333333334
2021-04-15,221.33333333333334
2021-04-16,212.70833333333334
2021-04-17,208.08333333333334
2021-04-18,194.79166666666666
2021-04-19,196.20833333333334
2021-04-20,200.29166666666666
2021-04-21,207.875
2021-04-22,216.33333333333334
2021-04-23,190.41666666666666
2021-04-24,197.95833333333334
2021-04-25,191.16666666666666
2021-04-26,196.16666666666666
2021-04-27,194.66666666666666
2021-04-28,213.625
2021-04-29,250.25
2021-04-30,234.83333333333334
2021-05-01,209.91666666666666
2021-05-02,204.29166666666666
2021-05-03,196.66666666666666
2021-05-04,195.125
2021-05-05,187.83333333333334
2021-05-06,181.25
2021-05-07,194.58333333333334
2021-05-08,184.33333333333334
2021-05-09,186.70833333333334
2021-05-10,191.95833333333334
2021-05-11,177.0
2021-05-12,183.25
2021-05-13,185.0
2021-05-14,190.33333333333334
2021-05-15,223.375
2021-05-16,189.29166666666666
2021-05-17,193.08333333333334
2021-05-18,190.70833333333334
2021-05-19,185.16666666666666
2021-05-20,186.625
2021-05-21,185.04166666666666
2021-05-22,181.125
2021-05-23,178.95833333333334
2021-05-24,175.95833333333334
2021-05-25,175.5
2021-05-26,174.66666666666666
2021-05-27,178.91666666666666
2021-05-28,167.08333333333334
2021-05-29,175.125
2021-05-30,167.33333333333334
2021-05-31,242.04166666666666
2021-06-01,300.375
2021-06-02,254.5
2021-06-03,218.25
2021-06-04,191.45833333333334
2021-06-05,187.625
2021-06-06,186.29166666666666
2021-06-07,178.54166666666666
2021-06-08,179.41666666666666
2021-06-09,188.66666666666666
2021-06-10,189.45833333333334
2021-06-11,187.04166666666666
2021-06-12,181.95833333333334
2021-06-13,183.95833333333334
2021-06-14,183.29166666666666
2021-06-15,179.20833333333334
2021-06-16,178.875
2021-06-17,175.16666666666666
2021-06-18,167.875
2021-06-19,175.125
2021-06-20,164.25
2021-06-21,170.0
2021-06-22,166.41666666666666
2021-06-23,169.125
2021-06-24,163.91666666666666
2021-06-25,167.75
2021-06-26,171.29166666666666
2021-06-27,160.5
2021-06-28,162.16666666666666
2021-06-29,164.08333333333334
2021-06-30,160.25
2021-07-01,159.91666666666666
2021-07-02,156.66666666666666
2021-07-03,158.625
2021-07-04,156.04166666666666
2021-07-05,157.375
2021-07-06,156.125
2021-07-07,159.25
2021-07-08,161.20833333333334
2021-07-09,156.25
2021-07-10,154.70833333333334
2021-07-11,158.20833333333334
2021-07-12,155.58333333333334
2021-07-13,160.125
2021-07-14,144.25
2021-07-15,150.91666666666666
2021-07-16,152.16666666666666
2021-07-17,142.625
2021-07-18,149.08333333333334
2021-07-19,144.70833333333334
2021-07-20,132.54166666666666
2021-07-21,134.75
2021-07-22,154.04166666666666
2021-07-23,138.375
2021-07-24,136.125
2021-07-25,151.04166666666666
2021-07-26,137.70833333333334
2021-07-27,145.04166666666666
2021-07-28,136.79166666666666
2021-07-29,147.75
2021-07-30,136.79166666666666
2021-07-31,147.66666666666666
2021-08-01,146.95833333333334
2021-08-02,133.0
2021-08-03,145.08333333333334
2021-08-04,141.83333333333334
2021-08-05,146.75
2021-08-06,138.875
2021-08-07,141.25
2021-08-08,137.58333333333334
2021-08-09,146.54166666666666
2021-08-10,145.625
2021-08-11,137.08333333333334
2021-08-12,139.25
2021-08-13,136.08333333333334
2021-08-14,132.625
2021-08-15,128.5
2021-08-16,141.16666666666666
2021-08-17,164.54166666666666
2021-08-18,218.33333333333334
2021-08-19,208.45833333333334
2021-08-20,163.45833333333334
2021-08-21,160.58333333333334
2021-08-22,145.16666666666666
2021-08-23,159.41666666666666
2021-08-24,143.70833333333334
2021-08-25,140.20833333333334
2021-08-26,147.29166666666666
2021-08-27,126.125
2021-08-28,146.0
2021-08-29,141.45833333333334
2021-08-30,132.54166666666666
2021-08-31,132.375
2021-09-01,158.375
2021-09-02,151.04166666666666
2021-09-03,152.625
2021-09-04,155.16666666666666
2021-09-05,135.83333333333334
2021-09-06,135.75
2021-09-07,146.29166666666666
2021-09-08,122.25
2021-09-09,135.375
2021-09-10,133.5
2021-09-11,134.70833333333334
2021-09-12,147.04166666666666
2021-09-13,148.16666666666666
2021-09-14,167.08333333333334
2021-09-15,129.54166666666666
2021-09-16,136.125
2021-09-17,129.91666666666666
2021-09-18,134.95833333333334
2021-09-19,139.66666666666666
2021-09-20,131.875
2021-09-21,124.08333333333333
2021-09-22,129.45833333333334
2021-09-23,127.25
2021-09-24,132.83333333333334
2021-09-25,127.83333333333333
2021-09-26,137.41666666666666
2021-09-27,152.04166666666666
2021-09-28,158.54166666666666
2021-09-29,149.125
2021-09-30,151.75
2021-10-01,138.5
2021-10-02,141.58333333333334
2021-10-03,189.375
2021-10-04,368.9583333333333
2021-10-05,299.0416666666667
2021-10-06,304.125
2021-10-07,249.25
2021-10-08,202.25
2021-10-09,203.375
2021-10-10,201.25
2021-10-11,230.04166666666666
2021-10-12,412.6666666666667
2021-10-13,458.7083333333333
2021-10-14,306.375
2021-10-15,211.54166666666666
2021-10-16,238.79166666666666
2021-10-17,212.08333333333334
2021-10-18,216.70833333333334
2021-10-19,243.625
2021-10-20,293.375
2021-10-21,457.5833333333333
2021-10-22,412.9166666666667
2021-10-23,213.25
2021-10-24,250.16666666666666
2021-10-25,201.75
2021-10-26,209.33333333333334
2021-10-27,207.5
2021-10-28,198.75
2021-10-29,572.6666666666666
2021-10-30,359.9583333333333
2021-10-31,197.04166666666666
2021-11-01,351.875
2021-11-02,1117.9583333333333
2021-11-03,972.9166666666666
2021-11-04,466.7083333333333
2021-11-05,259.75
2021-11-06,269.0416666666667
2021-11-07,236.20833333333334
2021-11-08,207.20833333333334
2021-11-09,194.29166666666666
2021-11-10,228.125
2021-11-11,238.625
2021-11-12,244.45833333333334
2021-11-13,259.6666666666667
2021-11-14,232.83333333333334
2021-11-15,215.08333333333334
2021-11-16,197.79166666666666
2021-11-17,194.25
2021-11-18,187.5
2021-11-19,185.625
2021-11-20,403.875
2021-11-21,393.8333333333333
2021-11-22,215.625
2021-11-23,263.375
2021-11-24,200.25
2021-11-25,186.58333333333334
2021-11-26,178.75
2021-11-27,191.20833333333334
2021-11-28,223.33333333333334
2021-11-29,204.54166666666666
2021-11-30,180.125
2021-12-01,210.95833333333334
2021-12-02,227.25
2021-12-03,236.91666666666666
2021-12-04,299.4166666666667
2021-12-05,262.4166666666667
2021-12-06,258.1666666666667
2021-12-07,345.1666666666667
2021-12-08,324.0416666666667
2021-12-09,309.5
2021-12-10,290.75
2021-12-11,241.95833333333334
2021-12-12,241.29166666666666
2021-12-13,266.8333333333333
2021-12-14,343.2083333333333
2021-12-15,406.1666666666667
2021-12-16,553.4166666666666
2021-12-17,562.875
2021-12-18,967.625
2021-12-19,1011.0
2021-12-20,502.8333333333333
2021-12-21,371.2916666666667
2021-12-22,326.5833333333333
2021-12-23,661.25
2021-12-24,373.7083333333333
2021-12-25,327.125
2021-12-26,239.375
2021-12-27,274.0416666666667
2021-12-28,422.9583333333333
2021-12-29,537.0416666666666
2021-12-30,443.5
2021-12-31,553.6666666666666
2022-01-01,647.875
2022-01-02,619.7083333333334
2022-01-03,600.2916666666666
2022-01-04,589.5416666666666
2022-01-05,592.625
2022-01-06,632.5
2022-01-07,1108.0416666666667
2022-01-08,1461.6666666666667
2022-01-09,1336.7083333333333
2022-01-10,1510.4583333333333
2022-01-11,1770.2916666666667
2022-01-12,1747.2083333333333
2022-01-13,1539.0
2022-01-14,1143.4583333333333
2022-01-15,801.5
2022-01-16,800.9583333333334
2022-01-17,933.7083333333334
2022-01-18,803.9583333333334
2022-01-19,644.625
2022-01-20,588.3333333333334
2022-01-21,524.7916666666666
2022-01-22,451.5416666666667
2022-01-23,340.4166666666667
2022-01-24,371.875
2022-01-25,331.4583333333333
2022-01-26,308.3333333333333
2022-01-27,332.1666666666667
2022-01-28,331.5416666666667
2022-01-29,421.8333333333333
2022-01-30,455.4166666666667
2022-01-31,476.375
2022-02-01,501.6666666666667
2022-02-02,728.5416666666666
2022-02-03,1206.8333333333333
2022-02-04,1144.5
2022-02-05,1033.5833333333333
2022-02-06,1102.0416666666667
2022-02-07,1256.25
2022-02-08,1459.625
2022-02-09,1813.4166666666667
2022-02-10,1522.8333333333333
2022-02-11,1271.625
2022-02-12,1109.2916666666667
2022-02-13,1213.4583333333333
2022-02-14,1147.5833333333333
2022-02-15,1215.3333333333333
2022-02-16,1109.25
2022-02-17,974.875
2022-02-18,1067.3333333333333
2022-02-19,825.9583333333334
2022-02-20,905.6666666666666
2022-02-21,819.4583333333334
2022-02-22,680.625
2022-02-23,725.5
2022-02-24,650.5416666666666
2022-02-25,558.5416666666666
2022-02-26,490.7916666666667
2022-02-27,430.0
2022-02-28,401.4583333333333
2022-03-01,379.3333333333333
2022-03-02,339.5416666666667
2022-03-03,384.0833333333333
2022-03-04,359.875
2022-03-05,358.25
2022-03-06,360.4166666666667
2022-03-07,350.4166666666667
2022-03-08,345.4583333333333
2022-03-09,320.4583333333333
2022-03-10,323.125
2022-03-11,322.5
2022-03-12,317.5416666666667
2022-03-13,344.4583333333333
2022-03-14,347.7083333333333
2022-03-15,360.5
2022-03-16,367.7916666666667
2022-03-17,433.9166666666667
2022-03-18,278.8333333333333
2022-03-19,310.25
2022-03-20,288.2083333333333
2022-03-21,547.875
2022-03-22,620.9583333333334
2022-03-23,353.2083333333333
2022-03-24,326.7083333333333
2022-03-25,321.9166666666667
2022-03-26,270.5833333333333
2022-03-27,328.9583333333333
2022-03-28,365.2916666666667
2022-03-29,404.9166666666667
2022-03-30,400.5
2022-03-31,325.7916666666667
2022-04-01,421.125
2022-04-02,542.875
2022-04-03,532.5416666666666
2022-04-04,646.0
2022-04-05,490.1666666666667
2022-04-06,332.9166666666667
2022-04-07,374.1666666666667
2022-04-08,321.0416666666667
2022-04-09,354.7916666666667
2022-04-10,593.9166666666666
2022-04-11,483.2916666666667
2022-04-12,327.4166666666667
2022-04-13,322.5833333333333
2022-04-14,346.3333333333333
2022-04-15,440.4583333333333
2022-04-16,503.0833333333333
2022-04-17,352.125
2022-04-18,298.625
2022-04-19,272.1666666666667
2022-04-20,291.5416666666667
2022-04-21,283.5416666666667
2022-04-22,274.8333333333333
2022-04-23,265.7083333333333
2022-04-24,274.875
2022-04-25,264.1666666666667
2022-04-26,226.95833333333334
2022-04-27,260.0
2022-04-28,268.5
2022-04-29,257.3333333333333
2022-04-30,249.875
2022-05-01,403.8333333333333
2022-05-02,493.0
2022-05-03,235.54166666666666
2022-05-04,284.875
2022-05-05,305.25
2022-05-06,260.75
2022-05-07,256.125
2022-05-08,249.33333333333334
2022-05-09,250.75
2022-05-10,239.91666666666666
2022-05-11,229.625
2022-05-12,247.04166666666666
2022-05-13,238.625
2022-05-14,234.95833333333334
2022-05-15,213.58333333333334
2022-05-16,243.95833333333334
2022-05-17,242.16666666666666
2022-05-18,241.29166666666666
2022-05-19,228.0
2022-05-20,212.0
2022-05-21,215.20833333333334
2022-05-22,227.5
2022-05-23,220.66666666666666
2022-05-24,220.875
2022-05-25,225.45833333333334
2022-05-26,222.45833333333334
2022-05-27,219.125
2022-05-28,220.45833333333334
2022-05-29,219.58333333333334
2022-05-30,220.04166666666666
2022-05-31,217.79166666666666
2022-06-01,205.0
2022-06-02,207.33333333333334
2022-06-03,212.375
2022-06-04,212.25
2022-06-05,188.75
2022-06-06,225.16666666666666
2022-06-07,204.04166666666666
2022-06-08,206.70833333333334
2022-06-09,212.16666666666666
2022-06-10,228.20833333333334
2022-06-11,217.66666666666666
2022-06-12,204.91666666666666
2022-06-13,199.04166666666666
2022-06-14,203.70833333333334
2022-06-15,197.29166666666666
2022-06-16,209.5
2022-06-17,194.95833333333334
2022-06-18,215.375
2022-06-19,218.08333333333334
2022-06-20,192.83333333333334
2022-06-21,202.75
2022-06-22,203.41666666666666
2022-06-23,195.875
2022-06-24,197.16666666666666
2022-06-25,195.91666666666666
2022-06-26,201.16666666666666
2022-06-27,195.33333333333334
2022-06-28,197.0
2022-06-29,201.625
2022-06-30,196.45833333333334
2022-07-01,199.08333333333334
2022-07-02,196.75
2022-07-03,195.08333333333334
2022-07-04,176.95833333333334
2022-07-05,180.75
2022-07-06,191.91666666666666
2022-07-07,190.79166666666666
2022-07-08,185.625
2022-07-09,183.70833333333334
2022-07-10,191.25
2022-07-11,178.0
2022-07-12,179.375
2022-07-13,179.58333333333334
2022-07-14,184.25
2022-07-15,182.08333333333334
2022-07-16,183.16666666666666
2022-07-17,182.54166666666666
2022-07-18,186.125
2022-07-19,178.45833333333334
2022-07-20,180.875
2022-07-21,176.375
2022-07-22,181.54166666666666
2022-07-23,160.5
2022-07-24,169.79166666666666
2022-07-25,171.33333333333334
2022-07-26,172.5
2022-07-27,167.91666666666666
2022-07-28,171.625
2022-07-29,169.79166666666666
2022-07-30,177.83333333333334
2022-07-31,185.16666666666666
2022-08-01,172.95833333333334
2022-08-02,169.83333333333334
2022-08-03,175.625
2022-08-04,178.0
2022-08-05,166.95833333333334
2022-08-06,170.08333333333334
2022-08-07,171.875
2022-08-08,169.33333333333334
2022-08-09,171.125
2022-08-10,162.75
2022-08-11,178.5
2022-08-12,175.58333333333334
2022-08-13,175.0
2022-08-14,153.375
2022-08-15,166.66666666666666
2022-08-16,163.04166666666666
2022-08-17,168.83333333333334
2022-08-18,154.375
2022-08-19,150.08333333333334
2022-08-20,145.33333333333334
2022-08-21,160.875
2022-08-22,158.58333333333334
2022-08-23,158.08333333333334
2022-08-24,163.375
2022-08-25,158.54166666666666
2022-08-26,155.45833333333334
2022-08-27,158.375
2022-08-28,164.95833333333334
2022-08-29,151.33333333333334
2022-08-30,193.45833333333334
2022-08-31,184.91666666666666
2022-09-01,160.08333333333334
2022-09-02,166.125
2022-09-03,157.41666666666666
2022-09-04,157.83333333333334
2022-09-05,159.375
2022-09-06,154.20833333333334
2022-09-07,154.66666666666666
2022-09-08,148.5
2022-09-09,153.66666666666666
2022-09-10,150.16666666666666
2022-09-11,155.70833333333334
2022-09-12,144.70833333333334
2022-09-13,146.5
2022-09-14,148.91666666666666
2022-09-15,163.16666666666666
2022-09-16,165.41666666666666
2022-09-17,196.25
2022-09-18,226.625
2022-09-19,196.04166666666666
2022-09-20,177.75
2022-09-21,172.45833333333334
2022-09-22,225.125
2022-09-23,257.5833333333333
2022-09-24,213.75
2022-09-25,203.70833333333334
2022-09-26,178.83333333333334
2022-09-27,160.04166666666666
2022-09-28,219.41666666666666
2022-09-29,361.5833333333333
2022-09-30,350.9166666666667
2022-10-01,267.375
2022-10-02,236.54166666666666
2022-10-03,221.5
2022-10-04,216.66666666666666
2022-10-05,230.83333333333334
2022-10-06,218.08333333333334
2022-10-07,199.83333333333334
2022-10-08,208.125
2022-10-09,188.625
2022-10-10,179.0
2022-10-11,173.79166666666666
2022-10-12,182.5
2022-10-13,151.08333333333334
2022-10-14,157.5
