Date,PARAIBA DO SUL FUNIL
2020-07-21,181.91666666666666
2020-07-22,180.41666666666666
2020-07-23,168.20833333333334
2020-07-24,183.83333333333334
2020-07-25,173.04166666666666
2020-07-26,177.25
2020-07-27,183.0
2020-07-28,183.5
2020-07-29,175.04166666666666
2020-07-30,184.875
2020-07-31,181.41666666666666
2020-08-01,194.08333333333334
2020-08-02,176.16666666666666
2020-08-03,184.16666666666666
2020-08-04,193.83333333333334
2020-08-05,169.95833333333334
2020-08-06,178.29166666666666
2020-08-07,191.54166666666666
2020-08-08,177.625
2020-08-09,179.0
2020-08-10,179.125
2020-08-11,173.625
2020-08-12,178.125
2020-08-13,177.5
2020-08-14,188.95833333333334
2020-08-15,179.04166666666666
2020-08-16,175.29166666666666
2020-08-17,176.33333333333334
2020-08-18,200.91666666666666
2020-08-19,172.04166666666666
2020-08-20,204.04166666666666
2020-08-21,204.375
2020-08-22,223.41666666666666
2020-08-23,217.625
2020-08-24,264.2916666666667
2020-08-25,204.16666666666666
2020-08-26,189.04166666666666
2020-08-27,189.58333333333334
2020-08-28,179.0
2020-08-29,187.70833333333334
2020-08-30,186.91666666666666
2020-08-31,186.66666666666666
2020-09-01,153.875
2020-09-02,168.375
2020-09-03,178.91666666666666
2020-09-04,169.70833333333334
2020-09-05,173.41666666666666
2020-09-06,174.79166666666666
2020-09-07,165.75
2020-09-08,168.91666666666666
2020-09-09,174.875
2020-09-10,163.08333333333334
2020-09-11,178.58333333333334
2020-09-12,168.70833333333334
2020-09-13,173.25
2020-09-14,165.70833333333334
2020-09-15,152.04166666666666
2020-09-16,165.54166666666666
2020-09-17,158.29166666666666
2020-09-18,163.25
2020-09-19,164.16666666666666
2020-09-20,161.66666666666666
2020-09-21,169.66666666666666
2020-09-22,197.375
2020-09-23,210.125
2020-09-24,205.79166666666666
2020-09-25,185.45833333333334
2020-09-26,183.16666666666666
2020-09-27,171.875
2020-09-28,167.41666666666666
2020-09-29,169.33333333333334
2020-09-30,165.25
2020-10-01,169.70833333333334
2020-10-02,169.91666666666666
2020-10-03,153.75
2020-10-04,158.75
2020-10-05,160.08333333333334
2020-10-06,158.83333333333334
2020-10-07,168.375
2020-10-08,165.33333333333334
2020-10-09,169.66666666666666
2020-10-10,157.70833333333334
2020-10-11,170.125
2020-10-12,179.58333333333334
2020-10-13,175.33333333333334
2020-10-14,169.5
2020-10-15,173.5
2020-10-16,173.04166666666666
2020-10-17,169.08333333333334
2020-10-18,164.41666666666666
2020-10-19,173.125
2020-10-20,166.625
2020-10-21,161.79166666666666
2020-10-22,186.375
2020-10-23,147.625
2020-10-24,139.5
2020-10-25,136.95833333333334
2020-10-26,117.25
2020-10-27,155.33333333333334
2020-10-28,75.79166666666667
2020-10-29,114.45833333333333
2020-10-30,123.33333333333333
2020-10-31,170.16666666666666
2020-11-01,158.5
2020-11-02,145.58333333333334
2020-11-03,135.41666666666666
2020-11-04,116.83333333333333
2020-11-05,113.95833333333333
2020-11-06,113.41666666666667
2020-11-07,111.25
2020-11-08,117.04166666666667
2020-11-09,122.375
2020-11-10,142.625
2020-11-11,167.375
2020-11-12,191.25
2020-11-13,264.0
2020-11-14,213.58333333333334
2020-11-15,221.33333333333334
2020-11-16,191.5
2020-11-17,197.79166666666666
2020-11-18,226.70833333333334
2020-11-19,295.7916666666667
2020-11-20,279.25
2020-11-21,243.41666666666666
2020-11-22,227.08333333333334
2020-11-23,177.83333333333334
2020-11-24,159.91666666666666
2020-11-25,144.66666666666666
2020-11-26,133.66666666666666
2020-11-27,127.0
2020-11-28,122.16666666666667
2020-11-29,119.54166666666667
2020-11-30,124.66666666666667
2020-12-01,144.5
2020-12-02,132.0
2020-12-03,119.95833333333333
2020-12-04,145.25
2020-12-05,102.58333333333333
2020-12-06,215.16666666666666
2020-12-07,346.9583333333333
2020-12-08,536.0833333333334
2020-12-09,372.0833333333333
2020-12-10,325.625
2020-12-11,252.625
2020-12-12,223.95833333333334
2020-12-13,345.5416666666667
2020-12-14,340.5833333333333
2020-12-15,295.4166666666667
2020-12-16,294.4166666666667
2020-12-17,264.8333333333333
2020-12-18,288.7916666666667
2020-12-19,334.1666666666667
2020-12-20,371.7083333333333
2020-12-21,273.5416666666667
2020-12-22,398.5416666666667
2020-12-23,431.1666666666667
2020-12-24,376.6666666666667
2020-12-25,272.5833333333333
2020-12-26,306.9583333333333
2020-12-27,394.7916666666667
2020-12-28,356.25
2020-12-29,306.5416666666667
2020-12-30,304.6666666666667
2020-12-31,240.5
2021-01-01,195.04166666666666
2021-01-02,295.7916666666667
2021-01-03,343.125
2021-01-04,318.9166666666667
2021-01-05,262.7083333333333
2021-01-06,222.45833333333334
2021-01-07,229.54166666666666
2021-01-08,344.2083333333333
2021-01-09,392.9583333333333
2021-01-10,446.3333333333333
2021-01-11,564.5
2021-01-12,600.5833333333334
2021-01-13,501.2083333333333
2021-01-14,581.0833333333334
2021-01-15,554.4166666666666
2021-01-16,571.4166666666666
2021-01-17,423.9166666666667
2021-01-18,336.5833333333333
2021-01-19,278.6666666666667
2021-01-20,264.5416666666667
2021-01-21,243.70833333333334
2021-01-22,206.625
2021-01-23,175.29166666666666
2021-01-24,169.91666666666666
2021-01-25,158.33333333333334
2021-01-26,156.29166666666666
2021-01-27,144.91666666666666
2021-01-28,151.25
2021-01-29,145.54166666666666
2021-01-30,135.83333333333334
2021-01-31,128.83333333333334
2021-02-01,136.29166666666666
2021-02-02,135.45833333333334
2021-02-03,160.08333333333334
2021-02-04,192.41666666666666
2021-02-05,176.875
2021-02-06,266.2083333333333
2021-02-07,333.75
2021-02-08,341.375
2021-02-09,322.7083333333333
2021-02-10,237.5
2021-02-11,221.70833333333334
2021-02-12,257.5833333333333
2021-02-13,295.6666666666667
2021-02-14,383.0
2021-02-15,417.25
2021-02-16,418.7916666666667
2021-02-17,388.125
2021-02-18,316.875
2021-02-19,287.5
2021-02-20,284.625
2021-02-21,283.8333333333333
2021-02-22,272.4583333333333
2021-02-23,202.04166666666666
2021-02-24,170.625
2021-02-25,200.79166666666666
2021-02-26,212.875
2021-02-27,252.625
2021-02-28,316.0833333333333
2021-03-01,261.75
2021-03-02,211.375
2021-03-03,195.16666666666666
2021-03-04,163.875
2021-03-05,161.5
2021-03-06,155.20833333333334
2021-03-07,275.8333333333333
2021-03-08,276.0416666666667
2021-03-09,222.79166666666666
2021-03-10,243.0
2021-03-11,215.95833333333334
2021-03-12,196.0
2021-03-13,206.125
2021-03-14,265.9166666666667
2021-03-15,226.70833333333334
2021-03-16,179.75
2021-03-17,269.9583333333333
2021-03-18,198.45833333333334
2021-03-19,194.08333333333334
2021-03-20,174.16666666666666
2021-03-21,192.29166666666666
2021-03-22,189.83333333333334
2021-03-23,148.25
2021-03-24,124.20833333333333
2021-03-25,125.91666666666667
2021-03-26,126.41666666666667
2021-03-27,125.375
2021-03-28,113.375
2021-03-29,85.08333333333333
2021-03-30,138.375
2021-03-31,160.08333333333334
2021-04-01,136.95833333333334
2021-04-02,141.33333333333334
2021-04-03,105.54166666666667
2021-04-04,110.08333333333333
2021-04-05,104.66666666666667
2021-04-06,111.70833333333333
2021-04-07,103.5
2021-04-08,108.625
2021-04-09,115.54166666666667
2021-04-10,118.75
2021-04-11,104.91666666666667
2021-04-12,91.83333333333333
2021-04-13,99.04166666666667
2021-04-14,90.25
2021-04-15,91.20833333333333
2021-04-16,91.08333333333333
2021-04-17,89.625
2021-04-18,94.125
2021-04-19,94.91666666666667
2021-04-20,111.0
2021-04-21,111.95833333333333
2021-04-22,104.41666666666667
2021-04-23,84.83333333333333
2021-04-24,88.58333333333333
2021-04-25,92.625
2021-04-26,90.375
2021-04-27,91.08333333333333
2021-04-28,88.70833333333333
2021-04-29,88.41666666666667
2021-04-30,87.25
2021-05-01,93.91666666666667
2021-05-02,87.83333333333333
2021-05-03,81.875
2021-05-04,90.41666666666667
2021-05-05,87.33333333333333
2021-05-06,81.375
2021-05-07,91.95833333333333
2021-05-08,76.125
2021-05-09,89.83333333333333
2021-05-10,122.54166666666667
2021-05-11,147.75
2021-05-12,152.5
2021-05-13,172.91666666666666
2021-05-14,174.875
2021-05-15,176.29166666666666
2021-05-16,166.91666666666666
2021-05-17,159.125
2021-05-18,148.625
2021-05-19,148.08333333333334
2021-05-20,139.66666666666666
2021-05-21,147.70833333333334
2021-05-22,147.16666666666666
2021-05-23,139.79166666666666
2021-05-24,155.95833333333334
2021-05-25,137.08333333333334
2021-05-26,148.41666666666666
2021-05-27,166.54166666666666
2021-05-28,168.41666666666666
2021-05-29,175.08333333333334
2021-05-30,193.75
2021-05-31,202.16666666666666
2021-06-01,210.33333333333334
2021-06-02,193.79166666666666
2021-06-03,211.70833333333334
2021-06-04,186.20833333333334
2021-06-05,196.41666666666666
2021-06-06,192.29166666666666
2021-06-07,195.75
2021-06-08,211.20833333333334
2021-06-09,209.75
2021-06-10,185.45833333333334
2021-06-11,235.04166666666666
2021-06-12,178.625
2021-06-13,176.0
2021-06-14,167.45833333333334
2021-06-15,178.29166666666666
2021-06-16,180.375
2021-06-17,179.875
2021-06-18,172.45833333333334
2021-06-19,180.20833333333334
2021-06-20,194.91666666666666
2021-06-21,181.875
2021-06-22,180.875
2021-06-23,173.375
2021-06-24,179.5
2021-06-25,181.625
2021-06-26,176.83333333333334
2021-06-27,169.95833333333334
2021-06-28,161.08333333333334
2021-06-29,156.79166666666666
2021-06-30,163.375
2021-07-01,164.79166666666666
2021-07-02,162.375
2021-07-03,154.875
2021-07-04,152.375
2021-07-05,154.125
2021-07-06,156.83333333333334
2021-07-07,159.79166666666666
2021-07-08,163.625
2021-07-09,163.16666666666666
2021-07-10,159.875
2021-07-11,165.16666666666666
2021-07-12,167.95833333333334
2021-07-13,181.33333333333334
2021-07-14,178.04166666666666
2021-07-15,183.875
2021-07-16,184.25
2021-07-17,179.95833333333334
2021-07-18,180.125
2021-07-19,182.29166666666666
2021-07-20,179.79166666666666
2021-07-21,183.33333333333334
2021-07-22,186.0
2021-07-23,179.95833333333334
2021-07-24,186.875
2021-07-25,186.125
2021-07-26,187.04166666666666
2021-07-27,181.58333333333334
2021-07-28,181.83333333333334
2021-07-29,211.04166666666666
2021-07-30,226.79166666666666
2021-07-31,182.41666666666666
2021-08-01,193.25
2021-08-02,190.83333333333334
2021-08-03,192.45833333333334
2021-08-04,193.04166666666666
2021-08-05,190.54166666666666
2021-08-06,191.70833333333334
2021-08-07,189.33333333333334
2021-08-08,186.29166666666666
2021-08-09,185.0
2021-08-10,192.20833333333334
2021-08-11,185.25
2021-08-12,192.125
2021-08-13,182.125
2021-08-14,193.5
2021-08-15,180.66666666666666
2021-08-16,200.29166666666666
2021-08-17,202.0
2021-08-18,205.54166666666666
2021-08-19,171.33333333333334
2021-08-20,197.58333333333334
2021-08-21,189.25
2021-08-22,181.20833333333334
2021-08-23,186.41666666666666
2021-08-24,180.75
2021-08-25,182.08333333333334
2021-08-26,189.58333333333334
2021-08-27,181.04166666666666
2021-08-28,185.95833333333334
2021-08-29,186.375
2021-08-30,186.45833333333334
2021-08-31,185.25
2021-09-01,180.91666666666666
2021-09-02,169.54166666666666
2021-09-03,175.33333333333334
2021-09-04,172.20833333333334
2021-09-05,157.70833333333334
2021-09-06,163.66666666666666
2021-09-07,169.0
2021-09-08,169.5
2021-09-09,160.75
2021-09-10,158.70833333333334
2021-09-11,176.91666666666666
2021-09-12,175.79166666666666
2021-09-13,180.125
2021-09-14,174.83333333333334
2021-09-15,165.95833333333334
2021-09-16,168.20833333333334
2021-09-17,148.16666666666666
2021-09-18,195.83333333333334
2021-09-19,145.0
2021-09-20,170.625
2021-09-21,158.75
2021-09-22,165.33333333333334
2021-09-23,154.875
2021-09-24,157.83333333333334
2021-09-25,163.375
2021-09-26,160.29166666666666
2021-09-27,148.70833333333334
2021-09-28,153.66666666666666
2021-09-29,164.41666666666666
2021-09-30,162.375
2021-10-01,123.91666666666667
2021-10-02,181.20833333333334
2021-10-03,152.45833333333334
2021-10-04,176.16666666666666
2021-10-05,190.125
2021-10-06,187.45833333333334
2021-10-07,191.5
2021-10-08,186.0
2021-10-09,160.58333333333334
2021-10-10,171.375
2021-10-11,185.33333333333334
2021-10-12,189.375
2021-10-13,187.58333333333334
2021-10-14,162.375
2021-10-15,167.04166666666666
2021-10-16,158.70833333333334
2021-10-17,215.375
2021-10-18,200.58333333333334
2021-10-19,213.04166666666666
2021-10-20,329.4583333333333
2021-10-21,250.875
2021-10-22,203.66666666666666
2021-10-23,162.33333333333334
2021-10-24,142.20833333333334
2021-10-25,147.16666666666666
2021-10-26,154.0
2021-10-27,170.125
2021-10-28,331.5
2021-10-29,207.54166666666666
2021-10-30,227.29166666666666
2021-10-31,201.91666666666666
2021-11-01,308.2916666666667
2021-11-02,295.9583333333333
2021-11-03,243.16666666666666
2021-11-04,175.20833333333334
2021-11-05,148.83333333333334
2021-11-06,123.875
2021-11-07,115.79166666666667
2021-11-08,130.66666666666666
2021-11-09,55.5
2021-11-10,84.33333333333333
2021-11-11,107.125
2021-11-12,82.33333333333333
2021-11-13,113.33333333333333
2021-11-14,100.54166666666667
2021-11-15,83.16666666666667
2021-11-16,89.625
2021-11-17,80.5
2021-11-18,86.04166666666667
2021-11-19,145.0
2021-11-20,231.58333333333334
2021-11-21,194.75
2021-11-22,163.875
2021-11-23,151.70833333333334
2021-11-24,111.33333333333333
2021-11-25,115.45833333333333
2021-11-26,101.75
2021-11-27,93.20833333333333
2021-11-28,96.83333333333333
2021-11-29,89.83333333333333
2021-11-30,109.875
2021-12-01,131.58333333333334
2021-12-02,119.79166666666667
2021-12-03,114.04166666666667
2021-12-04,113.875
2021-12-05,108.29166666666667
2021-12-06,128.95833333333334
2021-12-07,144.04166666666666
2021-12-08,165.58333333333334
2021-12-09,226.875
2021-12-10,189.5
2021-12-11,124.5
2021-12-12,125.75
2021-12-13,149.375
2021-12-14,149.54166666666666
2021-12-15,218.5
2021-12-16,182.91666666666666
2021-12-17,274.375
2021-12-18,409.5
2021-12-19,275.7083333333333
2021-12-20,244.33333333333334
2021-12-21,171.125
2021-12-22,145.79166666666666
2021-12-23,156.91666666666666
2021-12-24,162.25
2021-12-25,152.70833333333334
2021-12-26,123.125
2021-12-27,119.16666666666667
2021-12-28,150.29166666666666
2021-12-29,174.79166666666666
2021-12-30,380.8333333333333
2021-12-31,228.29166666666666
2022-01-01,436.75
2022-01-02,313.0833333333333
2022-01-03,252.0
2022-01-04,254.08333333333334
2022-01-05,287.9166666666667
2022-01-06,249.29166666666666
2022-01-07,370.875
2022-01-08,387.9583333333333
2022-01-09,380.0833333333333
2022-01-10,403.0416666666667
2022-01-11,337.3333333333333
2022-01-12,326.4166666666667
2022-01-13,309.5833333333333
2022-01-14,315.0416666666667
2022-01-15,345.1666666666667
2022-01-16,406.125
2022-01-17,317.25
2022-01-18,232.91666666666666
2022-01-19,203.875
2022-01-20,168.08333333333334
2022-01-21,170.20833333333334
2022-01-22,175.125
2022-01-23,152.08333333333334
2022-01-24,143.79166666666666
2022-01-25,149.125
2022-01-26,107.16666666666667
2022-01-27,167.75
2022-01-28,132.0
2022-01-29,247.33333333333334
2022-01-30,292.1666666666667
2022-01-31,325.8333333333333
2022-02-01,345.375
2022-02-02,443.2083333333333
2022-02-03,456.75
2022-02-04,473.9583333333333
2022-02-05,505.6666666666667
2022-02-06,453.6666666666667
2022-02-07,494.75
2022-02-08,573.3333333333334
2022-02-09,495.75
2022-02-10,487.4583333333333
2022-02-11,434.0416666666667
2022-02-12,327.125
2022-02-13,294.7083333333333
2022-02-14,421.625
2022-02-15,292.375
2022-02-16,309.75
2022-02-17,267.3333333333333
2022-02-18,247.25
2022-02-19,237.41666666666666
2022-02-20,244.83333333333334
2022-02-21,211.25
2022-02-22,195.83333333333334
2022-02-23,180.83333333333334
2022-02-24,177.75
2022-02-25,167.20833333333334
2022-02-26,161.83333333333334
2022-02-27,150.79166666666666
2022-02-28,143.25
2022-03-01,141.20833333333334
2022-03-02,120.33333333333333
2022-03-03,137.08333333333334
2022-03-04,150.95833333333334
2022-03-05,133.91666666666666
2022-03-06,141.04166666666666
2022-03-07,142.54166666666666
2022-03-08,124.625
2022-03-09,117.66666666666667
2022-03-10,127.54166666666667
2022-03-11,105.125
2022-03-12,117.58333333333333
2022-03-13,117.5
2022-03-14,146.04166666666666
2022-03-15,218.54166666666666
2022-03-16,228.125
2022-03-17,199.91666666666666
2022-03-18,182.625
2022-03-19,169.75
2022-03-20,194.79166666666666
2022-03-21,240.25
2022-03-22,177.125
2022-03-23,163.5
2022-03-24,136.45833333333334
2022-03-25,128.04166666666666
2022-03-26,114.79166666666667
2022-03-27,134.125
2022-03-28,147.25
2022-03-29,158.66666666666666
2022-03-30,145.16666666666666
2022-03-31,147.79166666666666
2022-04-01,177.58333333333334
2022-04-02,159.375
2022-04-03,166.625
2022-04-04,159.625
2022-04-05,136.54166666666666
2022-04-06,159.5
2022-04-07,140.25
2022-04-08,114.625
2022-04-09,194.95833333333334
2022-04-10,161.625
2022-04-11,155.70833333333334
2022-04-12,148.625
2022-04-13,143.29166666666666
2022-04-14,169.375
2022-04-15,174.95833333333334
2022-04-16,160.33333333333334
2022-04-17,129.45833333333334
2022-04-18,117.20833333333333
2022-04-19,120.0
2022-04-20,111.75
2022-04-21,112.41666666666667
2022-04-22,107.54166666666667
2022-04-23,109.375
2022-04-24,104.75
2022-04-25,116.95833333333333
2022-04-26,102.08333333333333
2022-04-27,95.0
2022-04-28,90.125
2022-04-29,100.29166666666667
2022-04-30,102.79166666666667
2022-05-01,111.29166666666667
2022-05-02,120.20833333333333
2022-05-03,108.125
2022-05-04,95.625
2022-05-05,125.29166666666667
2022-05-06,90.95833333333333
2022-05-07,144.66666666666666
2022-05-08,98.0
2022-05-09,102.75
2022-05-10,98.95833333333333
2022-05-11,101.54166666666667
2022-05-12,94.41666666666667
2022-05-13,97.375
2022-05-14,101.25
2022-05-15,78.04166666666667
2022-05-16,100.91666666666667
2022-05-17,111.70833333333333
2022-05-18,92.70833333333333
2022-05-19,74.95833333333333
2022-05-20,86.33333333333333
2022-05-21,82.375
2022-05-22,85.0
2022-05-23,89.58333333333333
2022-05-24,75.75
2022-05-25,89.5
2022-05-26,82.66666666666667
2022-05-27,79.70833333333333
2022-05-28,81.70833333333333
2022-05-29,82.66666666666667
2022-05-30,88.04166666666667
2022-05-31,78.125
2022-06-01,88.54166666666667
2022-06-02,95.29166666666667
2022-06-03,115.625
2022-06-04,90.20833333333333
2022-06-05,88.29166666666667
2022-06-06,89.29166666666667
2022-06-07,62.5
2022-06-08,95.625
2022-06-09,92.41666666666667
2022-06-10,112.08333333333333
2022-06-11,137.29166666666666
2022-06-12,146.0
2022-06-13,144.41666666666666
2022-06-14,150.45833333333334
2022-06-15,142.20833333333334
2022-06-16,149.08333333333334
2022-06-17,151.95833333333334
2022-06-18,149.08333333333334
2022-06-19,155.375
2022-06-20,154.875
2022-06-21,169.0
2022-06-22,152.25
2022-06-23,164.58333333333334
2022-06-24,158.70833333333334
2022-06-25,146.45833333333334
2022-06-26,167.75
2022-06-27,152.08333333333334
2022-06-28,161.41666666666666
2022-06-29,161.75
2022-06-30,167.625
2022-07-01,159.08333333333334
2022-07-02,162.5
2022-07-03,159.25
2022-07-04,159.91666666666666
2022-07-05,160.20833333333334
2022-07-06,161.29166666666666
2022-07-07,159.08333333333334
2022-07-08,159.04166666666666
2022-07-09,161.0
2022-07-10,160.83333333333334
2022-07-11,159.04166666666666
2022-07-12,146.45833333333334
2022-07-13,158.79166666666666
2022-07-14,164.91666666666666
2022-07-15,159.0
2022-07-16,164.83333333333334
2022-07-17,160.95833333333334
2022-07-18,168.70833333333334
2022-07-19,172.79166666666666
2022-07-20,168.66666666666666
2022-07-21,168.58333333333334
2022-07-22,168.33333333333334
2022-07-23,167.0
2022-07-24,174.83333333333334
2022-07-25,171.0
2022-07-26,172.875
2022-07-27,170.125
2022-07-28,175.375
2022-07-29,173.95833333333334
2022-07-30,167.25
2022-07-31,172.125
2022-08-01,177.66666666666666
2022-08-02,169.16666666666666
2022-08-03,166.16666666666666
2022-08-04,171.33333333333334
2022-08-05,163.54166666666666
2022-08-06,169.0
2022-08-07,172.125
2022-08-08,184.33333333333334
2022-08-09,195.16666666666666
2022-08-10,211.16666666666666
2022-08-11,202.66666666666666
2022-08-12,213.625
2022-08-13,206.0
2022-08-14,211.0
2022-08-15,198.29166666666666
2022-08-16,209.375
2022-08-17,238.54166666666666
2022-08-18,197.125
2022-08-19,203.08333333333334
2022-08-20,180.875
2022-08-21,215.70833333333334
2022-08-22,188.29166666666666
2022-08-23,197.70833333333334
2022-08-24,196.125
2022-08-25,202.41666666666666
2022-08-26,185.41666666666666
2022-08-27,207.125
2022-08-28,194.5
2022-08-29,188.5
2022-08-30,194.70833333333334
2022-08-31,197.25
2022-09-01,187.79166666666666
2022-09-02,189.375
2022-09-03,206.45833333333334
2022-09-04,198.04166666666666
2022-09-05,191.16666666666666
2022-09-06,187.58333333333334
2022-09-07,194.75
2022-09-08,189.58333333333334
2022-09-09,181.83333333333334
2022-09-10,181.04166666666666
2022-09-11,182.91666666666666
2022-09-12,177.70833333333334
2022-09-13,193.20833333333334
2022-09-14,185.33333333333334
2022-09-15,202.875
2022-09-16,219.16666666666666
2022-09-17,214.54166666666666
2022-09-18,215.20833333333334
2022-09-19,187.91666666666666
2022-09-20,171.0
2022-09-21,157.91666666666666
2022-09-22,164.125
2022-09-23,155.04166666666666
2022-09-24,139.625
2022-09-25,151.70833333333334
2022-09-26,151.16666666666666
2022-09-27,154.875
2022-09-28,259.5
2022-09-29,368.6666666666667
2022-09-30,317.0
2022-10-01,301.3333333333333
2022-10-02,262.3333333333333
2022-10-03,245.875
2022-10-04,190.95833333333334
2022-10-05,185.875
2022-10-06,165.54166666666666
2022-10-07,159.20833333333334
2022-10-08,158.04166666666666
2022-10-09,139.25
2022-10-10,155.04166666666666
2022-10-11,145.70833333333334
2022-10-12,136.70833333333334
2022-10-13,140.5
2022-10-14,105.41666666666667
2022-10-15,141.45833333333334
2022-10-16,95.45833333333333
2022-10-17,111.875
2022-10-18,124.95833333333333
2022-10-19,149.79166666666666
