Date,URUGUAI CAMPOS NOVOS
2020-08-14,254.58333333333334
2020-08-15,666.875
2020-08-16,754.3333333333334
2020-08-17,752.875
2020-08-18,683.1666666666666
2020-08-19,764.7916666666666
2020-08-20,777.875
2020-08-21,669.5416666666666
2020-08-22,594.375
2020-08-23,526.9166666666666
2020-08-24,518.875
2020-08-25,485.875
2020-08-26,413.875
2020-08-27,351.625
2020-08-28,276.125
2020-08-29,241.75
2020-08-30,162.91666666666666
2020-08-31,158.875
2020-09-01,143.20833333333334
2020-09-02,139.75
2020-09-03,128.04166666666666
2020-09-04,128.20833333333334
2020-09-05,59.166666666666664
2020-09-06,26.958333333333332
2020-09-07,86.95833333333333
2020-09-08,178.66666666666666
2020-09-09,256.1666666666667
2020-09-10,267.625
2020-09-11,373.5416666666667
2020-09-12,520.75
2020-09-13,397.375
2020-09-14,349.3333333333333
2020-09-15,286.2083333333333
2020-09-16,280.5
2020-09-17,332.0
2020-09-18,197.91666666666666
2020-09-19,162.75
2020-09-20,107.25
2020-09-21,140.375
2020-09-22,121.83333333333333
2020-09-23,125.58333333333333
2020-09-24,113.29166666666667
2020-09-25,122.25
2020-09-26,98.70833333333333
2020-09-27,103.58333333333333
2020-09-28,131.29166666666666
2020-09-29,106.83333333333333
2020-09-30,179.42999999999998
2020-10-01,123.0
2020-10-02,219.41666666666666
2020-10-03,88.91666666666667
2020-10-04,79.375
2020-10-05,150.54166666666666
2020-10-06,198.33333333333334
2020-10-07,147.04166666666666
2020-10-08,190.66666666666666
2020-10-09,167.45833333333334
2020-10-10,130.25
2020-10-11,77.04166666666667
2020-10-12,77.25
2020-10-13,149.95833333333334
2020-10-14,175.33333333333334
2020-10-15,158.33333333333334
2020-10-16,56.625
2020-10-17,11.0
2020-10-18,14.0
2020-10-19,15.583333333333334
2020-10-20,10.958333333333334
2020-10-21,11.0
2020-10-22,14.0
2020-10-23,5.0
2020-10-24,12.25
2020-10-25,14.0
2020-10-26,98.0
2020-10-27,88.79166666666667
2020-10-28,81.20833333333333
2020-10-29,216.79166666666666
2020-10-30,42.833333333333336
2020-10-31,18.916666666666668
2020-11-01,6.875
2020-11-02,14.041666666666666
2020-11-03,15.0
2020-11-04,26.416666666666668
2020-11-05,23.041666666666668
2020-11-06,23.666666666666668
2020-11-07,13.958333333333334
2020-11-08,14.0
2020-11-09,76.41666666666667
2020-11-10,115.125
2020-11-11,266.4166666666667
2020-11-12,156.29166666666666
2020-11-13,51.5
2020-11-14,14.041666666666666
2020-11-15,14.041666666666666
2020-11-16,34.666666666666664
2020-11-17,74.875
2020-11-18,100.91666666666667
2020-11-19,176.95833333333334
2020-11-20,51.291666666666664
2020-11-21,19.458333333333332
2020-11-22,14.041666666666666
2020-11-23,14.041666666666666
2020-11-24,70.66666666666667
2020-11-25,217.41666666666666
2020-11-26,68.58333333333333
2020-11-27,33.0
2020-11-28,13.416666666666666
2020-11-29,26.0
2020-11-30,108.41666666666667
2020-12-01,178.75
2020-12-02,145.875
2020-12-03,174.20833333333334
2020-12-04,127.79166666666667
2020-12-05,111.70833333333333
2020-12-06,86.16666666666667
2020-12-07,103.04166666666667
2020-12-08,208.45833333333334
2020-12-09,211.66666666666666
2020-12-10,210.33333333333334
2020-12-11,205.79166666666666
2020-12-12,229.375
2020-12-13,83.91666666666667
2020-12-14,129.91666666666666
2020-12-15,222.29166666666666
2020-12-16,244.91666666666666
2020-12-17,237.66666666666666
2020-12-18,270.2916666666667
2020-12-19,139.0
2020-12-20,99.70833333333333
2020-12-21,218.41666666666666
2020-12-22,216.65217391304347
2020-12-23,275.7916666666667
2020-12-24,100.41666666666667
2020-12-25,86.45833333333333
2020-12-26,74.95833333333333
2020-12-27,103.91666666666667
2020-12-28,92.375
2020-12-29,108.45833333333333
2020-12-30,114.66666666666667
2020-12-31,105.0
2021-01-01,80.95833333333333
2021-01-02,83.95833333333333
2021-01-03,80.29166666666667
2021-01-04,115.33333333333333
2021-01-05,93.375
2021-01-06,115.70833333333333
2021-01-07,192.08333333333334
2021-01-08,201.79166666666666
2021-01-09,189.70833333333334
2021-01-10,132.91666666666666
2021-01-11,154.75
2021-01-12,190.5
2021-01-13,163.08333333333334
2021-01-14,150.75
2021-01-15,125.0
2021-01-16,169.58333333333334
2021-01-17,363.1666666666667
2021-01-18,208.625
2021-01-19,173.33333333333334
2021-01-20,421.875
2021-01-21,554.1666666666666
2021-01-22,564.3333333333334
2021-01-23,560.2083333333334
2021-01-24,570.1666666666666
2021-01-25,652.375
2021-01-26,696.0416666666666
2021-01-27,707.875
2021-01-28,758.4166666666666
2021-01-29,871.7083333333334
2021-01-30,929.1666666666666
2021-01-31,868.7916666666666
2021-02-01,816.25
2021-02-02,771.625
2021-02-03,693.75
2021-02-04,596.2083333333334
2021-02-05,599.375
2021-02-06,557.6666666666666
2021-02-07,521.875
2021-02-08,519.0
2021-02-09,518.875
2021-02-10,519.875
2021-02-11,455.875
2021-02-12,443.9166666666667
2021-02-13,343.4583333333333
2021-02-14,413.6666666666667
2021-02-15,346.375
2021-02-16,404.1666666666667
2021-02-17,225.75
2021-02-18,140.79166666666666
2021-02-19,125.20833333333333
2021-02-20,118.66666666666667
2021-02-21,108.16666666666667
2021-02-22,104.04166666666667
2021-02-23,136.04166666666666
2021-02-24,135.41666666666666
2021-02-25,137.04166666666666
2021-02-26,121.41666666666667
2021-02-27,102.375
2021-02-28,90.83333333333333
2021-03-01,126.66666666666667
2021-03-02,132.75
2021-03-03,126.625
2021-03-04,130.66666666666666
2021-03-05,206.08333333333334
2021-03-06,219.16666666666666
2021-03-07,130.25
2021-03-08,156.70833333333334
2021-03-09,135.79166666666666
2021-03-10,199.125
2021-03-11,224.20833333333334
2021-03-12,145.66666666666666
2021-03-13,101.0
2021-03-14,83.58333333333333
2021-03-15,155.08333333333334
2021-03-16,123.75
2021-03-17,121.875
2021-03-18,119.29166666666667
2021-03-19,115.20833333333333
2021-03-20,95.04166666666667
2021-03-21,77.95833333333333
2021-03-22,140.5
2021-03-23,136.375
2021-03-24,118.875
2021-03-25,147.70833333333334
2021-03-26,142.5
2021-03-27,119.16666666666667
2021-03-28,105.54166666666667
2021-03-29,185.45833333333334
2021-03-30,129.25
2021-03-31,107.125
2021-04-01,112.625
2021-04-02,92.5
2021-04-03,87.95833333333333
2021-04-04,80.95833333333333
2021-04-05,90.33333333333333
2021-04-06,94.625
2021-04-07,97.45833333333333
2021-04-08,48.416666666666664
2021-04-09,35.083333333333336
2021-04-10,18.375
2021-04-11,25.041666666666668
2021-04-12,35.666666666666664
2021-04-13,21.625
2021-04-14,19.75
2021-04-15,10.916666666666666
2021-04-16,39.291666666666664
2021-04-17,22.041666666666668
2021-04-18,9.125
2021-04-19,70.04166666666667
2021-04-20,103.375
2021-04-21,85.79166666666667
2021-04-22,133.20833333333334
2021-04-23,60.333333333333336
2021-04-24,20.75
2021-04-25,17.916666666666668
2021-04-26,23.083333333333332
2021-04-27,10.291666666666666
2021-04-28,11.375
2021-04-29,24.916666666666668
2021-04-30,23.458333333333332
2021-05-01,19.708333333333332
2021-05-02,28.083333333333332
2021-05-03,17.291666666666668
2021-05-04,20.5
2021-05-05,8.208333333333334
2021-05-06,17.083333333333332
2021-05-07,20.083333333333332
2021-05-08,5.916666666666667
2021-05-09,14.958333333333334
2021-05-10,14.958333333333334
2021-05-11,38.958333333333336
2021-05-12,99.125
2021-05-13,129.54166666666666
2021-05-14,88.70833333333333
2021-05-15,73.79166666666667
2021-05-16,80.95833333333333
2021-05-17,95.95833333333333
2021-05-18,82.95833333333333
2021-05-19,87.66666666666667
2021-05-20,91.125
2021-05-21,62.0
2021-05-22,15.0
2021-05-23,9.0
2021-05-24,14.958333333333334
2021-05-25,17.458333333333332
2021-05-26,23.541666666666668
2021-05-27,19.958333333333332
2021-05-28,77.25
2021-05-29,145.54166666666666
2021-05-30,97.0
2021-05-31,99.125
2021-06-01,121.33333333333333
2021-06-02,132.75
2021-06-03,108.83333333333333
2021-06-04,123.70833333333333
2021-06-05,96.25
2021-06-06,100.41666666666667
2021-06-07,182.375
2021-06-08,152.75
2021-06-09,217.45833333333334
2021-06-10,196.625
2021-06-11,269.4166666666667
2021-06-12,142.33333333333334
2021-06-13,185.125
2021-06-14,199.83333333333334
2021-06-15,193.5
2021-06-16,203.125
2021-06-17,222.58333333333334
2021-06-18,175.25
2021-06-19,140.625
2021-06-20,164.41666666666666
2021-06-21,246.83333333333334
2021-06-22,214.79166666666666
2021-06-23,374.375
2021-06-24,297.4583333333333
2021-06-25,378.1666666666667
2021-06-26,367.4166666666667
2021-06-27,190.875
2021-06-28,343.25
2021-06-29,385.0
2021-06-30,373.25
2021-07-01,361.75
2021-07-02,351.375
2021-07-03,326.125
2021-07-04,227.375
2021-07-05,357.3333333333333
2021-07-06,334.1666666666667
2021-07-07,308.125
2021-07-08,290.0833333333333
2021-07-09,177.95833333333334
2021-07-10,210.5
2021-07-11,170.375
2021-07-12,196.0
2021-07-13,199.20833333333334
2021-07-14,164.83333333333334
2021-07-15,190.29166666666666
2021-07-16,221.75
2021-07-17,104.83333333333333
2021-07-18,96.25
2021-07-19,113.75
2021-07-20,126.375
2021-07-21,130.79166666666666
2021-07-22,108.83333333333333
2021-07-23,112.70833333333333
2021-07-24,93.625
2021-07-25,98.16666666666667
2021-07-26,114.54166666666667
2021-07-27,165.70833333333334
2021-07-28,143.58333333333334
2021-07-29,128.58333333333334
2021-07-30,65.66666666666667
2021-07-31,15.166666666666666
2021-08-01,31.25
2021-08-02,6.0
2021-08-03,30.416666666666668
2021-08-04,25.291666666666668
2021-08-05,14.875
2021-08-06,77.625
2021-08-07,95.625
2021-08-08,90.70833333333333
2021-08-09,137.08333333333334
2021-08-10,143.08333333333334
2021-08-11,116.04166666666667
2021-08-12,134.0
2021-08-13,132.75
2021-08-14,98.08333333333333
2021-08-15,93.79166666666667
2021-08-16,112.91666666666667
2021-08-17,94.83333333333333
2021-08-18,101.875
2021-08-19,117.08333333333333
2021-08-20,50.916666666666664
2021-08-21,17.041666666666668
2021-08-22,14.041666666666666
2021-08-23,25.0
2021-08-24,30.083333333333332
2021-08-25,24.541666666666668
2021-08-26,16.958333333333332
2021-08-27,26.791666666666668
2021-08-28,17.0
2021-08-29,14.0
2021-08-30,70.54166666666667
2021-08-31,91.45833333333333
2021-09-01,93.16666666666667
2021-09-02,203.83333333333334
2021-09-03,50.833333333333336
2021-09-04,25.291666666666668
2021-09-05,21.791666666666668
2021-09-06,23.666666666666668
2021-09-07,18.25
2021-09-08,39.791666666666664
2021-09-09,23.583333333333332
2021-09-10,21.916666666666668
2021-09-11,14.958333333333334
2021-09-12,169.875
2021-09-13,277.0
2021-09-14,419.2083333333333
2021-09-15,445.6666666666667
2021-09-16,328.5
2021-09-17,589.125
2021-09-18,680.9583333333334
2021-09-19,786.5
2021-09-20,718.9130434782609
2021-09-21,683.6666666666666
2021-09-22,669.7916666666666
2021-09-23,580.0833333333334
2021-09-24,543.8333333333334
2021-09-25,514.2916666666666
2021-09-26,419.5
2021-09-27,473.9166666666667
2021-09-28,416.875
2021-09-29,264.125
2021-09-30,311.0
2021-10-01,273.0
2021-10-02,459.4583333333333
2021-10-03,335.4166666666667
2021-10-04,385.9166666666667
2021-10-05,329.7083333333333
2021-10-06,354.625
2021-10-07,308.9166666666667
2021-10-08,365.3333333333333
2021-10-09,342.875
2021-10-10,329.0416666666667
2021-10-11,301.875
2021-10-12,233.16666666666666
2021-10-13,230.875
2021-10-14,354.5416666666667
2021-10-15,472.875
2021-10-16,472.0416666666667
2021-10-17,535.3333333333334
2021-10-18,511.9583333333333
2021-10-19,503.2083333333333
2021-10-20,504.7916666666667
2021-10-21,496.0416666666667
2021-10-22,509.125
2021-10-23,459.25
2021-10-24,332.5833333333333
2021-10-25,447.625
2021-10-26,387.3333333333333
2021-10-27,328.4583333333333
2021-10-28,331.625
2021-10-29,297.75
2021-10-30,204.75
2021-10-31,159.79166666666666
2021-11-01,161.58333333333334
2021-11-02,118.83333333333333
2021-11-03,185.95833333333334
2021-11-04,313.6666666666667
2021-11-05,294.8333333333333
2021-11-06,277.1666666666667
2021-11-07,188.125
2021-11-08,282.7916666666667
2021-11-09,229.20833333333334
2021-11-10,190.125
2021-11-11,127.625
2021-11-12,103.25
2021-11-13,102.125
2021-11-14,117.25
2021-11-15,127.70833333333333
2021-11-16,157.66666666666666
2021-11-17,110.70833333333333
2021-11-18,125.33333333333333
2021-11-19,133.20833333333334
2021-11-20,214.66666666666666
2021-11-21,260.6666666666667
2021-11-22,344.9166666666667
2021-11-23,284.5
2021-11-24,303.6666666666667
2021-11-25,269.5416666666667
2021-11-26,274.5416666666667
2021-11-27,276.375
2021-11-28,169.04166666666666
2021-11-29,203.08333333333334
2021-11-30,173.79166666666666
2021-12-01,250.125
2021-12-02,228.66666666666666
2021-12-03,109.16666666666667
2021-12-04,97.0
2021-12-05,100.75
2021-12-06,135.75
2021-12-07,104.33333333333333
2021-12-08,83.08333333333333
2021-12-09,202.54166666666666
2021-12-10,225.91666666666666
2021-12-11,106.875
2021-12-12,82.08333333333333
2021-12-13,105.58333333333333
2021-12-14,137.83333333333334
2021-12-15,109.75
2021-12-16,105.875
2021-12-17,38.083333333333336
2021-12-18,14.833333333333334
2021-12-19,15.041666666666666
2021-12-20,11.416666666666666
2021-12-21,12.041666666666666
2021-12-22,43.5
2021-12-23,38.041666666666664
2021-12-24,42.75
2021-12-25,15.125
2021-12-26,45.958333333333336
2021-12-27,94.70833333333333
2021-12-28,95.20833333333333
2021-12-29,110.91666666666667
2021-12-30,105.66666666666667
2021-12-31,96.16666666666667
2022-01-01,95.66666666666667
2022-01-02,101.41666666666667
2022-01-03,107.58333333333333
2022-01-04,111.70833333333333
2022-01-05,105.41666666666667
2022-01-06,48.083333333333336
2022-01-07,18.791666666666668
2022-01-08,14.041666666666666
2022-01-09,10.75
2022-01-10,26.083333333333332
2022-01-11,22.583333333333332
2022-01-12,20.333333333333332
2022-01-13,19.708333333333332
2022-01-14,24.666666666666668
2022-01-15,22.458333333333332
2022-01-16,21.166666666666668
2022-01-17,84.83333333333333
2022-01-18,124.625
2022-01-19,172.91666666666666
2022-01-20,119.16666666666667
2022-01-21,158.54166666666666
2022-01-22,162.66666666666666
2022-01-23,67.33333333333333
2022-01-24,205.625
2022-01-25,120.58333333333333
2022-01-26,106.04166666666667
2022-01-27,107.375
2022-01-28,156.75
2022-01-29,99.29166666666667
2022-01-30,102.58333333333333
2022-01-31,107.54166666666667
2022-02-01,125.25
2022-02-02,128.54166666666666
2022-02-03,231.625
2022-02-04,211.5
2022-02-05,197.83333333333334
2022-02-06,123.75
2022-02-07,118.5
2022-02-08,105.75
2022-02-09,200.04166666666666
2022-02-10,191.0
2022-02-11,131.54166666666666
2022-02-12,116.45833333333333
2022-02-13,118.0
2022-02-14,59.083333333333336
2022-02-15,46.25
2022-02-16,47.708333333333336
2022-02-17,32.583333333333336
2022-02-18,14.0
2022-02-19,12.833333333333334
2022-02-20,13.625
2022-02-21,15.75
2022-02-22,22.291666666666668
2022-02-23,17.0
2022-02-24,11.0
2022-02-25,23.0
2022-02-26,17.0
2022-02-27,11.0
2022-02-28,80.0
2022-03-01,128.16666666666666
2022-03-02,146.41666666666666
2022-03-03,143.41666666666666
2022-03-04,95.75
2022-03-05,99.125
2022-03-06,110.75
2022-03-07,126.29166666666667
2022-03-08,177.04166666666666
2022-03-09,121.79166666666667
2022-03-10,143.0
2022-03-11,171.125
2022-03-12,129.91666666666666
2022-03-13,100.04166666666667
2022-03-14,129.70833333333334
2022-03-15,137.5
2022-03-16,210.70833333333334
2022-03-17,228.20833333333334
2022-03-18,349.2916666666667
2022-03-19,313.1666666666667
2022-03-20,273.25
2022-03-21,301.3333333333333
2022-03-22,288.5
2022-03-23,325.0416666666667
2022-03-24,425.8416666666667
2022-03-25,373.0
2022-03-26,370.75
2022-03-27,426.0416666666667
2022-03-28,476.3333333333333
2022-03-29,324.4166666666667
2022-03-30,358.4166666666667
2022-03-31,323.75
2022-04-01,215.58333333333334
2022-04-02,225.625
2022-04-03,139.33333333333334
2022-04-04,246.16666666666666
2022-04-05,203.20833333333334
2022-04-06,281.0
2022-04-07,283.4583333333333
2022-04-08,349.25
2022-04-09,223.5
2022-04-10,238.29166666666666
2022-04-11,350.7916666666667
2022-04-12,478.9166666666667
2022-04-13,396.0833333333333
2022-04-14,297.5833333333333
2022-04-15,189.625
2022-04-16,177.125
2022-04-17,163.75
2022-04-18,185.625
2022-04-19,207.91666666666666
2022-04-20,215.25
2022-04-21,194.16666666666666
2022-04-22,152.25
2022-04-23,127.20833333333333
2022-04-24,188.16666666666666
2022-04-25,215.16666666666666
2022-04-26,196.16666666666666
2022-04-27,171.20833333333334
2022-04-28,187.70833333333334
2022-04-29,136.66666666666666
2022-04-30,24.0
2022-05-01,27.0
2022-05-02,45.0
2022-05-03,550.9166666666666
2022-05-04,1327.2083333333333
2022-05-05,1289.4166666666667
2022-05-06,797.5416666666666
2022-05-07,431.6666666666667
2022-05-08,701.4583333333334
2022-05-09,1198.4782608695652
2022-05-10,1219.125
2022-05-11,997.0
2022-05-12,958.0833333333334
2022-05-13,873.2272727272727
2022-05-14,693.9166666666666
2022-05-15,811.2173913043479
2022-05-16,772.7083333333334
2022-05-17,779.0833333333334
2022-05-18,745.5
2022-05-19,688.3333333333334
2022-05-20,624.0833333333334
2022-05-21,504.375
2022-05-22,552.5
2022-05-23,484.7916666666667
2022-05-24,421.1666666666667
2022-05-25,420.1666666666667
2022-05-26,279.125
2022-05-27,197.5
2022-05-28,225.04166666666666
2022-05-29,441.5833333333333
2022-05-30,803.0416666666666
2022-05-31,1090.625
2022-06-01,969.25
2022-06-02,893.375
2022-06-03,881.7916666666666
2022-06-04,793.5416666666666
2022-06-05,683.1666666666666
2022-06-06,751.5416666666666
2022-06-07,851.0
2022-06-08,878.1666666666666
2022-06-09,853.7916666666666
2022-06-10,792.5
2022-06-11,740.75
2022-06-12,671.7916666666666
2022-06-13,620.1666666666666
2022-06-14,526.0833333333334
2022-06-15,524.7916666666666
2022-06-16,481.7916666666667
2022-06-17,611.9166666666666
2022-06-18,640.8333333333334
2022-06-19,612.5416666666666
2022-06-20,609.25
2022-06-21,607.375
2022-06-22,1214.4583333333333
2022-06-23,2730.3333333333335
2022-06-24,2889.391304347826
2022-06-25,2335.2083333333335
2022-06-26,1794.5
2022-06-27,1544.3333333333333
2022-06-28,1302.2083333333333
2022-06-29,1156.7916666666667
2022-06-30,1025.4583333333333
2022-07-01,949.875
2022-07-02,729.5
2022-07-03,776.9583333333334
2022-07-04,848.125
2022-07-05,680.8333333333334
2022-07-06,599.6666666666666
2022-07-07,575.4166666666666
2022-07-08,535.2083333333334
2022-07-09,523.0
2022-07-10,465.5416666666667
2022-07-11,528.3333333333334
2022-07-12,490.9166666666667
2022-07-13,467.1363636363636
2022-07-14,430.4761904761905
2022-07-15,269.35
2022-07-16,299.5652173913044
2022-07-17,283.5217391304348
2022-07-18,385.6521739130435
2022-07-19,374.95652173913044
2022-07-20,365.22727272727275
2022-07-21,332.2608695652174
2022-07-22,302.2857142857143
2022-07-23,305.72727272727275
2022-07-24,284.7916666666667
2022-07-25,299.375
2022-07-26,290.8333333333333
2022-07-27,259.625
2022-07-28,271.375
2022-07-29,317.7916666666667
2022-07-30,325.0833333333333
2022-07-31,149.625
2022-08-01,171.58333333333334
2022-08-02,169.91666666666666
2022-08-03,188.625
2022-08-04,250.79166666666666
2022-08-05,289.9166666666667
2022-08-06,241.625
2022-08-07,348.4166666666667
2022-08-08,405.0
2022-08-09,306.7916666666667
2022-08-10,526.6666666666666
2022-08-11,543.3333333333334
2022-08-12,456.5416666666667
2022-08-13,627.7916666666666
2022-08-14,627.5
2022-08-15,693.1666666666666
2022-08-16,674.0416666666666
2022-08-17,639.0416666666666
2022-08-18,847.0416666666666
2022-08-19,977.0
2022-08-20,1018.4166666666666
2022-08-21,866.375
2022-08-22,766.375
2022-08-23,664.625
2022-08-24,607.9583333333334
2022-08-25,582.0
2022-08-26,507.0
2022-08-27,486.2916666666667
2022-08-28,347.9166666666667
2022-08-29,318.1666666666667
2022-08-30,295.875
2022-08-31,268.1666666666667
2022-09-01,228.6086956521739
2022-09-02,295.7083333333333
2022-09-03,266.0
2022-09-04,294.3333333333333
2022-09-05,240.20833333333334
2022-09-06,343.625
2022-09-07,375.3333333333333
2022-09-08,278.1666666666667
2022-09-09,327.7916666666667
2022-09-10,364.0416666666667
2022-09-11,150.5
2022-09-12,219.0
2022-09-13,280.9583333333333
2022-09-14,358.25
2022-09-15,405.2083333333333
2022-09-16,410.4583333333333
2022-09-17,292.5
2022-09-18,226.75
2022-09-19,328.25
2022-09-20,387.5416666666667
2022-09-21,365.75
2022-09-22,269.39130434782606
2022-09-23,260.6666666666667
2022-09-24,204.75
2022-09-25,228.95833333333334
2022-09-26,282.2083333333333
2022-09-27,347.5833333333333
2022-09-28,285.7083333333333
2022-09-29,260.5833333333333
2022-09-30,176.16666666666666
2022-10-01,138.875
2022-10-02,139.66666666666666
2022-10-03,216.5
2022-10-04,127.79166666666667
2022-10-05,189.25
2022-10-06,256.8333333333333
2022-10-07,364.4166666666667
2022-10-08,192.33333333333334
2022-10-09,178.54166666666666
2022-10-10,503.4583333333333
2022-10-11,1237.625
2022-10-12,2969.0416666666665
